slug,mpn,legacy_pdf_url,key_type
lm317mdttr,LM317MDT-TR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lm317mdt-tr.pdf,MPN_KEY
lmv321idbvr,LMV321IDBVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lmv321idbvr.pdf,MPN_KEY
blm31pg121sn1l,BLM31PG121SN1L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm31pg121sn1l.pdf,MPN_KEY
blm18kg601sn1d,BLM18KG601SN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm18kg601sn1d.pdf,MPN_KEY
ina3221airgvr,INA3221AIRGVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ina3221airgvr.pdf,MPN_KEY
stm32h723vgt6,STM32H723VGT6,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/stm32h723vgt6.pdf,MPN_KEY
grm188z71a106ka73d,GRM188Z71A106KA73D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm188z71a106ka73d.pdf,MPN_KEY
blm18ag601sn1d,BLM18AG601SN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm18ag601sn1d.pdf,MPN_KEY
sn74lvc2t45dcur,SN74LVC2T45DCUR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C15741.pdf,C_KEY
ne5532dr,NE5532DR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ne5532dr.pdf,MPN_KEY
lm339dr,LM339DR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lm339dr.pdf,MPN_KEY
blm15ag601sn1d,BLM15AG601SN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm15ag601sn1d.pdf,MPN_KEY
blm18kg121tn1d,BLM18KG121TN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm18kg121tn1d.pdf,MPN_KEY
lm317aempxnopb,LM317AEMPX/NOPB,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lm317aempx-nopb.pdf,MPN_KEY
blm18ag102sn1d,BLM18AG102SN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm18ag102sn1d.pdf,MPN_KEY
max3232cdr,MAX3232CDR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C45843.pdf,C_KEY
sn74lvc1g17dckr,SN74LVC1G17DCKR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/sn74lvc1g17dckr.pdf,MPN_KEY
grm21br71h105ka12l,GRM21BR71H105KA12L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm21br71h105ka12l.pdf,MPN_KEY
iso1540dr,ISO1540DR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/iso1540dr.pdf,MPN_KEY
tps61023drlr,TPS61023DRLR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps61023drlr.pdf,MPN_KEY
lsm6dsv16xtr,LSM6DSV16XTR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lsm6dsv16xtr.pdf,MPN_KEY
tps70933dbvr,TPS70933DBVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C89347.pdf,C_KEY
sn74lvc1g3157dckr,SN74LVC1G3157DCKR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/sn74lvc1g3157dckr.pdf,MPN_KEY
sn74lvc2g17dckr,SN74LVC2G17DCKR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/sn74lvc2g17dckr.pdf,MPN_KEY
tlv76733drvr,TLV76733DRVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tlv76733drvr.pdf,MPN_KEY
stm32f446ret6,STM32F446RET6,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/stm32f446ret6.pdf,MPN_KEY
tps54302ddcr,TPS54302DDCR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps54302ddcr.pdf,MPN_KEY
grm31c5c1h104ja01l,GRM31C5C1H104JA01L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm31c5c1h104ja01l.pdf,MPN_KEY
tlc555cdr,TLC555CDR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tlc555cdr.pdf,MPN_KEY
sn74lvc1g08dbvr,SN74LVC1G08DBVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/sn74lvc1g08dbvr.pdf,MPN_KEY
grm21br61a476me15l,GRM21BR61A476ME15L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C124129.pdf,C_KEY
tl072cdr,TL072CDR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tl072cdr.pdf,MPN_KEY
blm18eg221sn1d,BLM18EG221SN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C85827.pdf,C_KEY
drv2605ldgsr,DRV2605LDGSR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/drv2605ldgsr.pdf,MPN_KEY
dfe252012f1r0mp2,DFE252012F-1R0M=P2,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C435392.pdf,C_KEY
grm155r60j226me11d,GRM155R60J226ME11D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm155r60j226me11d.pdf,MPN_KEY
tps22917dbvr,TPS22917DBVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps22917dbvr.pdf,MPN_KEY
blm21pg331sn1d,BLM21PG331SN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm21pg331sn1d.pdf,MPN_KEY
pca9306dctr,PCA9306DCTR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/pca9306dctr.pdf,MPN_KEY
l7805cv,L7805CV,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/l7805cv.pdf,MPN_KEY
drv8833pwpr,DRV8833PWPR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/drv8833pwpr.pdf,MPN_KEY
tpd4e05u06dqar,TPD4E05U06DQAR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tpd4e05u06dqar.pdf,MPN_KEY
blm18sg121tn1d,BLM18SG121TN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm18sg121tn1d.pdf,MPN_KEY
blm15px121sn1d,BLM15PX121SN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm15px121sn1d.pdf,MPN_KEY
grm1885c1h103ja01d,GRM1885C1H103JA01D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm1885c1h103ja01d.pdf,MPN_KEY
blm18pg471sn1d,BLM18PG471SN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm18pg471sn1d.pdf,MPN_KEY
ld1117s33tr,LD1117S33TR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ld1117s33tr.pdf,MPN_KEY
gcm155r71h104ke02d,GCM155R71H104KE02D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/gcm155r71h104ke02d.pdf,MPN_KEY
grm188r61e475ke11d,GRM188R61E475KE11D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm188r61e475ke11d.pdf,MPN_KEY
blm31pg601sn1l,BLM31PG601SN1L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm31pg601sn1l.pdf,MPN_KEY
blm21pg221sn1d,BLM21PG221SN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm21pg221sn1d.pdf,MPN_KEY
ina219aidcnr,INA219AIDCNR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ina219aidcnr.pdf,MPN_KEY
grm1555c1h102ja01d,GRM1555C1H102JA01D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm1555c1h102ja01d.pdf,MPN_KEY
grm21br6ya106ke43l,GRM21BR6YA106KE43L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm21br6ya106ke43l.pdf,MPN_KEY
lm13700mxnopb,LM13700MX/NOPB,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lm13700mx-nopb.pdf,MPN_KEY
grm155z71a105ke01d,GRM155Z71A105KE01D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C528974.pdf,C_KEY
mcp73831t2aciot,MCP73831T-2ACI/OT,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/mcp73831t-2aci-ot.pdf,MPN_KEY
mcp9700atett,MCP9700AT-E/TT,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/mcp9700at-e-tt.pdf,MPN_KEY
grm155r61e105ka12d,GRM155R61E105KA12D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm155r61e105ka12d.pdf,MPN_KEY
ne555p,NE555P,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ne555p.pdf,MPN_KEY
usblc64sc6,USBLC6-4SC6,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/usblc6-4sc6.pdf,MPN_KEY
blm21pg121sn1d,BLM21PG121SN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm21pg121sn1d.pdf,MPN_KEY
opa1656idr,OPA1656IDR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/opa1656idr.pdf,MPN_KEY
lm35dznopb,LM35DZ/NOPB,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lm35dz-nopb.pdf,MPN_KEY
tps22918dbvr,TPS22918DBVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps22918dbvr.pdf,MPN_KEY
ina219aidr,INA219AIDR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ina219aidr.pdf,MPN_KEY
tpd4eusb30dqar,TPD4EUSB30DQAR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tpd4eusb30dqar.pdf,MPN_KEY
uln2803cdwr,ULN2803CDWR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/uln2803cdwr.pdf,MPN_KEY
attiny1616mnr,ATTINY1616-MNR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/attiny1616-mnr.pdf,MPN_KEY
grm155r71h103ka88d,GRM155R71H103KA88D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm155r71h103ka88d.pdf,MPN_KEY
gcm188r71e105ka64d,GCM188R71E105KA64D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/gcm188r71e105ka64d.pdf,MPN_KEY
usblc62p6,USBLC6-2P6,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/usblc6-2p6.pdf,MPN_KEY
grm155r61h105ke05d,GRM155R61H105KE05D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm155r61h105ke05d.pdf,MPN_KEY
ads1115idgst,ADS1115IDGST,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ads1115idgst.pdf,MPN_KEY
blm21pg300sn1d,BLM21PG300SN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm21pg300sn1d.pdf,MPN_KEY
lm358dt,LM358DT,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lm358dt.pdf,MPN_KEY
blm21ag102sn1d,BLM21AG102SN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm21ag102sn1d.pdf,MPN_KEY
atmega328ppu,ATMEGA328P-PU,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/atmega328p-pu.pdf,MPN_KEY
ltm4671eypbf,LTM4671EY#PBF,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ltm4671ey-pbf.pdf,MPN_KEY
lp5907mfx33nopb,LP5907MFX-3.3/NOPB,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lp5907mfx-3.3-nopb.pdf,MPN_KEY
tps22919dckr,TPS22919DCKR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps22919dckr.pdf,MPN_KEY
mcp1700t3302ett,MCP1700T-3302E/TT,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/mcp1700t-3302e-tt.pdf,MPN_KEY
dfe252012p1r0mp2,DFE252012P-1R0M=P2,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/dfe252012p-1r0m-p2.pdf,MPN_KEY
ltc6811ig13zztrpbf,LTC6811IG-1#3ZZTRPBF,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ltc6811ig-1-3zztrpbf.pdf,MPN_KEY
bq25185dlhr,BQ25185DLHR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/bq25185dlhr.pdf,MPN_KEY
lis2dh12tr,LIS2DH12TR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C110926.pdf,C_KEY
mcp4725a0tech,MCP4725A0T-E/CH,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/mcp4725a0t-e-ch.pdf,MPN_KEY
lis3dhtr,LIS3DHTR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lis3dhtr.pdf,MPN_KEY
stm32f407vgt6,STM32F407VGT6,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/stm32f407vgt6.pdf,MPN_KEY
adg719brtzreel7,ADG719BRTZ-REEL7,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/adg719brtz-reel7.pdf,MPN_KEY
bav99215,"BAV99,215",https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/bav99-215.pdf,MPN_KEY
bat46wj115,"BAT46WJ,115",https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/bat46wj-115.pdf,MPN_KEY
w25q64jvssiq,W25Q64JVSSIQ,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/w25q64jvssiq.pdf,MPN_KEY
pmeg6010cej115,"PMEG6010CEJ,115",https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/pmeg6010cej-115.pdf,MPN_KEY
rc0603fr0710kl,RC0603FR-0710KL,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/rc0603fr-0710kl.pdf,MPN_KEY
frc0603f1001ts,FRC0603F1001TS,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C2907002.pdf,C_KEY
pmeg6010ceh115,"PMEG6010CEH,115",https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C110797.pdf,C_KEY
frc0603f1002ts,FRC0603F1002TS,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/frc0603f1002ts.pdf,MPN_KEY
2n7002215,"2N7002,215",https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/2n7002-215.pdf,MPN_KEY
typec16pin2md073,TYPE-C 16PIN 2MD(073),https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/type-c-16pin-2md-073-.pdf,MPN_KEY
rc0402fr07100kl,RC0402FR-07100KL,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/rc0402fr-07100kl.pdf,MPN_KEY
1n4148w7f,1N4148W-7-F,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/1n4148w-7-f.pdf,MPN_KEY
ft234xdr,FT234XD-R,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ft234xd-r.pdf,MPN_KEY
74hc595d118,"74HC595D,118",https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/74hc595d-118.pdf,MPN_KEY
frc0805f1002ts,FRC0805F1002TS,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/frc0805f1002ts.pdf,MPN_KEY
rc0603fr07100kl,RC0603FR-07100KL,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/rc0603fr-07100kl.pdf,MPN_KEY
max17048gt10,MAX17048G+T10,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/max17048g-t10.pdf,MPN_KEY
rc0603fr074k7l,RC0603FR-074K7L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/rc0603fr-074k7l.pdf,MPN_KEY
xl1608surc06,XL-1608SURC-06,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/xl-1608surc-06.pdf,MPN_KEY
ap63205wu7,AP63205WU-7,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ap63205wu-7.pdf,MPN_KEY
frc0603f1003ts,FRC0603F1003TS,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/frc0603f1003ts.pdf,MPN_KEY
b2bxhalfsn,B2B-XH-A(LF)(SN),https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/b2b-xh-a-lf--sn-.pdf,MPN_KEY
ts1088ar02016,TS-1088-AR02016,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ts-1088-ar02016.pdf,MPN_KEY
uflrsmt180,U.FL-R-SMT-1(80),https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/u.fl-r-smt-1-80-.pdf,MPN_KEY
rc0603fr071kl,RC0603FR-071KL,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/rc0603fr-071kl.pdf,MPN_KEY
bat54215,"BAT54,215",https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/bat54-215.pdf,MPN_KEY
rc0603jr070rl,RC0603JR-070RL,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/rc0603jr-070rl.pdf,MPN_KEY
bat54slt1g,BAT54SLT1G,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/bat54slt1g.pdf,MPN_KEY
ft232rlreel,FT232RL-REEL,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ft232rl-reel.pdf,MPN_KEY
1n5819ws,1N5819WS,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/1n5819ws.pdf,MPN_KEY
frc0603f5101ts,FRC0603F5101TS,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/frc0603f5101ts.pdf,MPN_KEY
bat54c215,"BAT54C,215",https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/bat54c-215.pdf,MPN_KEY
b4bxhalfsn,B4B-XH-A(LF)(SN),https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/b4b-xh-a-lf--sn-.pdf,MPN_KEY
rc0402fr071kl,RC0402FR-071KL,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/rc0402fr-071kl.pdf,MPN_KEY
1n4148w,1N4148W,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C5345962.pdf,C_KEY
prtr5v0u2f115,"PRTR5V0U2F,115",https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/prtr5v0u2f-115.pdf,MPN_KEY
erj2ge0r00x,ERJ2GE0R00X,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/erj2ge0r00x.pdf,MPN_KEY
frc0805f1001ts,FRC0805F1001TS,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/frc0805f1001ts.pdf,MPN_KEY
nup2105lt1g,NUP2105LT1G,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/nup2105lt1g.pdf,MPN_KEY
ams111733,AMS1117-3.3,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ams1117-3.3.pdf,MPN_KEY
max98357aetet,MAX98357AETE+T,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/max98357aete-t.pdf,MPN_KEY
b2bphkslfsn,B2B-PH-K-S(LF)(SN),https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/b2b-ph-k-s-lf--sn-.pdf,MPN_KEY
bat54s,BAT54S,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/bat54s.pdf,MPN_KEY
pesd0402140,PESD0402-140,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C10662.pdf,C_KEY
bss138lt1g,BSS138LT1G,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/bss138lt1g.pdf,MPN_KEY
max6675isat,MAX6675ISA+T,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/max6675isa-t.pdf,MPN_KEY
gtusb7010asv,GT-USB-7010ASV,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/gt-usb-7010asv.pdf,MPN_KEY
w5500,W5500,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/w5500.pdf,MPN_KEY
irf540npbf,IRF540NPBF,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/irf540npbf.pdf,MPN_KEY
b0505s1wr3,B0505S-1WR3,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/b0505s-1wr3.pdf,MPN_KEY
pesd3v3s2ut215,"PESD3V3S2UT,215",https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/pesd3v3s2ut-215.pdf,MPN_KEY
max31865atpt,MAX31865ATP+T,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/max31865atp-t.pdf,MPN_KEY
uflrsmt110,U.FL-R-SMT-1(10),https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/u.fl-r-smt-1-10-.pdf,MPN_KEY
bmi270,BMI270,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/bmi270.pdf,MPN_KEY
crcw060310k0fkea,CRCW060310K0FKEA,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/crcw060310k0fkea.pdf,MPN_KEY
q13fc13500004,Q13FC13500004,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/q13fc13500004.pdf,MPN_KEY
1n5819hw7f,1N5819HW-7-F,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C82544.pdf,C_KEY
frc0402f1002ts,FRC0402F1002TS,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/frc0402f1002ts.pdf,MPN_KEY
esd5z33t1g,ESD5Z3.3T1G,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/esd5z3.3t1g.pdf,MPN_KEY
ds18b20,DS18B20+,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ds18b20-.pdf,MPN_KEY
b4bphkslfsn,B4B-PH-K-S(LF)(SN),https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/b4b-ph-k-s-lf--sn-.pdf,MPN_KEY
frc0603f4702ts,FRC0603F4702TS,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/frc0603f4702ts.pdf,MPN_KEY
tfpush,TF PUSH,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tf-push.pdf,MPN_KEY
frc0603f4701ts,FRC0603F4701TS,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/frc0603f4701ts.pdf,MPN_KEY
rc0402fr070rl,RC0402FR-070RL,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C106231.pdf,C_KEY
crcw06030000z0ea,CRCW06030000Z0EA,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/crcw06030000z0ea.pdf,MPN_KEY
ts1187abab,TS-1187A-B-A-B,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ts-1187a-b-a-b.pdf,MPN_KEY
frc0603f0000ts,FRC0603F0000TS,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/frc0603f0000ts.pdf,MPN_KEY
frc0603f1000ts,FRC0603F1000TS,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/frc0603f1000ts.pdf,MPN_KEY
ll4148gs08,LL4148-GS08,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ll4148-gs08.pdf,MPN_KEY
crcw040210k0fked,CRCW040210K0FKED,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/crcw040210k0fked.pdf,MPN_KEY
xl2012surc,XL-2012SURC,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/xl-2012surc.pdf,MPN_KEY
ss54,SS54,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C5199108.pdf,C_KEY
frc0603j102ts,FRC0603J102 TS,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C2907113.pdf,C_KEY
ss14,SS14,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ss14.pdf,MPN_KEY
74hc14d653,"74HC14D,653",https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/74hc14d-653.pdf,MPN_KEY
b3bxhalfsn,B3B-XH-A(LF)(SN),https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/b3b-xh-a-lf--sn-.pdf,MPN_KEY
at7456e,AT7456E,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/at7456e.pdf,MPN_KEY
irlml6402trpbf,IRLML6402TRPBF,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/irlml6402trpbf.pdf,MPN_KEY
74hc165d653,"74HC165D,653",https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C5613.pdf,C_KEY
