category_id,raw_name,canonical_name,parent,level,seo_slug,legacy_l1_slug,status,tier
CAT-0401,三极管(BJT),三极管(BJT),三极管/MOS管/晶体管,2,semiconductors-discrete-bjt,semiconductor-components,active,B
CAT-0402,晶闸管(可控硅)/模块,晶闸管(可控硅)/模块,三极管/MOS管/晶体管,2,semiconductors-discrete-lcsc-388,semiconductor-components,active,B
CAT-0403,数字晶体管,数字晶体管,三极管/MOS管/晶体管,2,semiconductors-discrete-lcsc-562,semiconductor-components,active,B
CAT-0404,IGBT管/模块,IGBT管/模块,三极管/MOS管/晶体管,2,semiconductors-discrete-igbt,semiconductor-components,active,B
CAT-0405,半导体放电管(TSS),半导体放电管(TSS),三极管/MOS管/晶体管,2,semiconductors-discrete-tss-11197,semiconductor-components,active,B
CAT-0406,达林顿管,达林顿管,三极管/MOS管/晶体管,2,semiconductors-discrete-lcsc-464,semiconductor-components,active,B
CAT-0407,达林顿晶体管阵列,达林顿晶体管阵列,三极管/MOS管/晶体管,2,semiconductors-discrete-lcsc-11252,semiconductor-components,active,B
CAT-0408,结型场效应管(JFET),结型场效应管(JFET),三极管/MOS管/晶体管,2,semiconductors-discrete-jfet,semiconductor-components,active,B
CAT-0409,智能功率模块(IPM),智能功率模块(IPM),三极管/MOS管/晶体管,2,semiconductors-discrete-ipm,semiconductor-components,active,B
CAT-0410,预售晶体管,预售晶体管,三极管/MOS管/晶体管,2,semiconductors-discrete-lcsc-11178,semiconductor-components,active,B
CAT-0411,振荡器/谐振器,Passive Components,,1,passive-components-348,passive-components,active,A
CAT-0412,扩频振荡器,扩频振荡器,振荡器/谐振器,2,passive-components-lcsc-13525,passive-components,active,B
CAT-0413,无源晶振,无源晶振,振荡器/谐振器,2,passive-components-lcsc-537,passive-components,active,B
CAT-0414,有源晶振,有源晶振,振荡器/谐振器,2,passive-components-lcsc-364,passive-components,active,B
CAT-0415,陶瓷谐振器(无源),陶瓷谐振器(无源),振荡器/谐振器,2,passive-components-lcsc-530,passive-components,active,B
CAT-0416,热敏谐振器(无源),热敏谐振器(无源),振荡器/谐振器,2,passive-components-lcsc-13490,passive-components,active,B
CAT-0417,SAW振荡器(有源),SAW振荡器(有源),振荡器/谐振器,2,passive-components-saw,passive-components,active,B
CAT-0418,SAW谐振器(无源),SAW谐振器(无源),振荡器/谐振器,2,passive-components-saw-529,passive-components,active,B
CAT-0419,温度补偿晶体振荡器(TCXO),温度补偿晶体振荡器(TCXO),振荡器/谐振器,2,passive-components-tcxo,passive-components,active,B
CAT-0420,恒温晶体振荡器(OCXO),恒温晶体振荡器(OCXO),振荡器/谐振器,2,passive-components-ocxo,passive-components,active,B
CAT-0421,压控晶体振荡器(VCXO),压控晶体振荡器(VCXO),振荡器/谐振器,2,passive-components-vcxo,passive-components,active,B
CAT-0422,压控振荡器(VCO),压控振荡器(VCO),振荡器/谐振器,2,passive-components-vco,passive-components,active,B
CAT-0423,压控温补振荡器(VCTXO),压控温补振荡器(VCTXO),振荡器/谐振器,2,passive-components-vctxo,passive-components,active,B
CAT-0424,数控振荡器(DCO),数控振荡器(DCO),振荡器/谐振器,2,passive-components-dco,passive-components,active,B
CAT-0425,预编程振荡器,预编程振荡器,振荡器/谐振器,2,passive-components-lcsc-11183,passive-components,active,B
CAT-0426,音频器件/振动马达,Audio & Signal,,1,audio-signal,,active,A
CAT-0427,蜂鸣片,蜂鸣片,音频器件/振动马达,2,audio-signal-lcsc-11251,,active,B
CAT-0428,蜂鸣器,蜂鸣器,音频器件/振动马达,2,audio-signal-lcsc-386,,active,B
CAT-0429,扬声器/喇叭,扬声器/喇叭,音频器件/振动马达,2,audio-signal-lcsc-538,,active,B
CAT-0430,咪头/麦克风,咪头/麦克风,音频器件/振动马达,2,audio-signal-lcsc-539,,active,B
CAT-0431,MEMS麦克风,MEMS麦克风,音频器件/振动马达,2,audio-signal-mems,,active,B
CAT-0432,振动马达,振动马达,音频器件/振动马达,2,audio-signal-lcsc-906,,active,B
CAT-0433,TVS/保险丝/板级保护,Semiconductors & Discrete,,1,semiconductors-discrete-395,semiconductor-components,active,A
CAT-0434,压敏电阻,压敏电阻,TVS/保险丝/板级保护,2,semiconductors-discrete-lcsc-482,semiconductor-components,active,B
CAT-0435,气体放电管(GDT),气体放电管(GDT),TVS/保险丝/板级保护,2,semiconductors-discrete-gdt-11196,semiconductor-components,active,B
CAT-0436,玻璃放电管,玻璃放电管,TVS/保险丝/板级保护,2,semiconductors-discrete-lcsc-11198-11198,semiconductor-components,active,B
CAT-0437,自恢复保险丝,自恢复保险丝,TVS/保险丝/板级保护,2,semiconductors-discrete-lcsc-11042,semiconductor-components,active,B
CAT-0438,一次性保险丝,一次性保险丝,TVS/保险丝/板级保护,2,semiconductors-discrete-lcsc-11022,semiconductor-components,active,B
CAT-0439,汽车保险丝,汽车保险丝,TVS/保险丝/板级保护,2,semiconductors-discrete-lcsc-907,semiconductor-components,active,B
CAT-0440,温度保险丝(TCO),温度保险丝(TCO),TVS/保险丝/板级保护,2,semiconductors-discrete-tco,semiconductor-components,active,B
CAT-0441,保险丝座(盒),保险丝座(盒),TVS/保险丝/板级保护,2,semiconductors-discrete-lcsc-399,semiconductor-components,active,B
CAT-0442,熔断器,熔断器,保险丝座(盒),3,semiconductors-discrete-lcsc-11150,semiconductor-components,active,B
CAT-0443,静电和浪涌保护(TVS/ESD),静电和浪涌保护(TVS/ESD),保险丝座(盒),3,semiconductors-discrete-tvs-esd-3,semiconductor-components,active,B
CAT-0444,半导体放电管(TSS),半导体放电管(TSS),保险丝座(盒),3,semiconductors-discrete-tss-3,semiconductor-components,active,B
CAT-0445,浪涌保护器,浪涌保护器,保险丝座(盒),3,semiconductors-discrete-lcsc-11314,semiconductor-components,active,B
CAT-0446,LED保护,LED保护,保险丝座(盒),3,semiconductors-discrete-led-11332,semiconductor-components,active,B
CAT-0447,按键/开关,Connectors & Electromechanical,,1,connectors-electromechanical-423,connectors,active,A
CAT-0448,轻触开关,轻触开关,按键/开关,2,connectors-electromechanical-lcsc-427,connectors,active,B
CAT-0449,行程开关,行程开关,按键/开关,2,connectors-electromechanical-lcsc-426,connectors,active,B
CAT-0450,按键开关,按键开关,按键/开关,2,connectors-electromechanical-lcsc-425,connectors,active,B
CAT-0451,直键开关,直键开关,按键/开关,2,connectors-electromechanical-lcsc-11275,connectors,active,B
CAT-0452,钮子开关,钮子开关,按键/开关,2,connectors-electromechanical-lcsc-11276,connectors,active,B
CAT-0453,船型开关,船型开关,按键/开关,2,connectors-electromechanical-lcsc-424,connectors,active,B
CAT-0454,滑动开关,滑动开关,按键/开关,2,connectors-electromechanical-lcsc-854,connectors,active,B
CAT-0455,拨码开关,拨码开关,按键/开关,2,connectors-electromechanical-lcsc-429,connectors,active,B
CAT-0456,旋转编码开关,旋转编码开关,按键/开关,2,connectors-electromechanical-lcsc-13466,connectors,active,B
CAT-0457,旋转编码器,旋转编码器,按键/开关,2,connectors-electromechanical-lcsc-943,connectors,active,B
CAT-0458,旋转开关,旋转开关,按键/开关,2,connectors-electromechanical-lcsc-11061,connectors,active,B
CAT-0459,拨轮开关,拨轮开关,按键/开关,2,connectors-electromechanical-lcsc-13467,connectors,active,B
CAT-0460,多向开关,多向开关,按键/开关,2,connectors-electromechanical-lcsc-13468,connectors,active,B
CAT-0461,操纵杆/导航开关,操纵杆/导航开关,按键/开关,2,connectors-electromechanical-lcsc-13469,connectors,active,B
CAT-0462,专用开关,专用开关,按键/开关,2,connectors-electromechanical-lcsc-11126,connectors,active,B
CAT-0463,机械键盘轴,机械键盘轴,按键/开关,2,connectors-electromechanical-lcsc-11148,connectors,active,B
CAT-0464,锅仔片,锅仔片,按键/开关,2,connectors-electromechanical-lcsc-11018,connectors,active,B
CAT-0465,开关配件/盖帽,开关配件/盖帽,按键/开关,2,connectors-electromechanical-lcsc-11066,connectors,active,B
CAT-0466,多功能开关,多功能开关,按键/开关,2,connectors-electromechanical-lcsc-434,connectors,active,B
CAT-0467,仪器仪表,Test & Measurement,,1,test-measurement,,active,A
CAT-0468,测堵仪,测堵仪,仪器仪表,2,test-measurement-lcsc-11203,,active,B
CAT-0469,水平仪,水平仪,仪器仪表,2,test-measurement-lcsc-11393,,active,B
CAT-0470,记录仪,记录仪,仪器仪表,2,test-measurement-lcsc-11470,,active,B
CAT-0471,气体检测仪,气体检测仪,仪器仪表,2,test-measurement-lcsc-11472,,active,B
CAT-0472,阻容感测量/RLC电桥,阻容感测量/RLC电桥,仪器仪表,2,test-measurement-rlc,,active,B
CAT-0473,压力表/压力表座,压力表/压力表座,仪器仪表,2,test-measurement-lcsc-12094,,active,B
CAT-0474,功率分析仪,功率分析仪,仪器仪表,2,test-measurement-lcsc-12298,,active,B
CAT-0475,电流探头,电流探头,仪器仪表,2,test-measurement-lcsc-12299,,active,B
CAT-0476,差分探头,差分探头,仪器仪表,2,test-measurement-lcsc-12300,,active,B
CAT-0477,高压探头,高压探头,仪器仪表,2,test-measurement-lcsc-12301,,active,B
CAT-0478,测试夹,测试夹,仪器仪表,2,test-measurement-lcsc-12303,,active,B
CAT-0479,高压棒,高压棒,仪器仪表,2,test-measurement-lcsc-12306,,active,B
CAT-0480,其它仪器配件,其它仪器配件,仪器仪表,2,test-measurement-lcsc-12310,,active,B
CAT-0481,电源,电源,仪器仪表,2,test-measurement-lcsc-12311,,active,B
CAT-0482,电子测试附件,电子测试附件,仪器仪表,2,test-measurement-lcsc-12312,,active,B
CAT-0483,频谱分析仪,频谱分析仪,仪器仪表,2,test-measurement-lcsc-12313,,active,B
CAT-0484,可编程电源,可编程电源,仪器仪表,2,test-measurement-lcsc-12315,,active,B
CAT-0485,信号发生器,信号发生器,仪器仪表,2,test-measurement-lcsc-12316,,active,B
CAT-0486,经纬仪,经纬仪,仪器仪表,2,test-measurement-lcsc-12317,,active,B
CAT-0487,水准仪,水准仪,仪器仪表,2,test-measurement-lcsc-12319,,active,B
CAT-0488,测距仪,测距仪,仪器仪表,2,test-measurement-lcsc-12320,,active,B
CAT-0489,温度校正器,温度校正器,仪器仪表,2,test-measurement-lcsc-12322,,active,B
CAT-0490,风速计,风速计,仪器仪表,2,test-measurement-lcsc-12323,,active,B
CAT-0491,噪音计,噪音计,仪器仪表,2,test-measurement-lcsc-12325,,active,B
CAT-0492,温湿度计,温湿度计,仪器仪表,2,test-measurement-lcsc-12326,,active,B
CAT-0493,超声波清洗机,超声波清洗机,仪器仪表,2,test-measurement-lcsc-12327,,active,B
CAT-0494,测厚仪,测厚仪,仪器仪表,2,test-measurement-lcsc-12328,,active,B
CAT-0495,硬度计,硬度计,仪器仪表,2,test-measurement-lcsc-12329,,active,B
CAT-0496,流量计,流量计,仪器仪表,2,test-measurement-lcsc-12493,,active,B
CAT-0497,钳形表,钳形表,仪器仪表,2,test-measurement-lcsc-12593,,active,B
CAT-0498,测温仪,测温仪,仪器仪表,2,test-measurement-lcsc-12595,,active,B
CAT-0499,其它测试仪,其它测试仪,仪器仪表,2,test-measurement-lcsc-12607,,active,B
CAT-0500,测水仪,测水仪,仪器仪表,2,test-measurement-lcsc-12626,,active,B
CAT-0501,测速仪,测速仪,仪器仪表,2,test-measurement-lcsc-12628,,active,B
CAT-0502,胎压计,胎压计,仪器仪表,2,test-measurement-lcsc-12629,,active,B
CAT-0503,测力计,测力计,仪器仪表,2,test-measurement-lcsc-12631,,active,B
CAT-0504,直流稳压电源,直流稳压电源,仪器仪表,2,test-measurement-lcsc-12659,,active,B
CAT-0505,红外热成像仪,红外热成像仪,仪器仪表,2,test-measurement-lcsc-12661,,active,B
CAT-0506,其它实验仪器/设备,其它实验仪器/设备,仪器仪表,2,test-measurement-lcsc-12668,,active,B
CAT-0507,绝缘电阻测量仪,绝缘电阻测量仪,仪器仪表,2,test-measurement-lcsc-12669,,active,B
CAT-0508,高阻计,高阻计,仪器仪表,2,test-measurement-lcsc-12674,,active,B
CAT-0509,脉冲线圈测试仪,脉冲线圈测试仪,仪器仪表,2,test-measurement-lcsc-12675,,active,B
CAT-0510,静电放电发生器,静电放电发生器,仪器仪表,2,test-measurement-lcsc-12678,,active,B
CAT-0511,粗糙度计,粗糙度计,仪器仪表,2,test-measurement-lcsc-12689,,active,B
CAT-0512,光泽度计,光泽度计,仪器仪表,2,test-measurement-lcsc-12690,,active,B
CAT-0513,密度计,密度计,仪器仪表,2,test-measurement-lcsc-12691,,active,B
CAT-0514,红光激光笔,红光激光笔,仪器仪表,2,test-measurement-lcsc-12693,,active,B
CAT-0515,网络测试仪,网络测试仪,仪器仪表,2,test-measurement-lcsc-12695,,active,B
CAT-0516,网络寻线仪,网络寻线仪,仪器仪表,2,test-measurement-lcsc-12696,,active,B
CAT-0517,照度计,照度计,仪器仪表,2,test-measurement-lcsc-12697,,active,B
CAT-0518,甲醛检测仪,甲醛检测仪,仪器仪表,2,test-measurement-lcsc-12698,,active,B
CAT-0519,PM2.5检测仪,PM2.5检测仪,仪器仪表,2,test-measurement-pm2-5,,active,B
CAT-0520,功率计,功率计,仪器仪表,2,test-measurement-lcsc-12700,,active,B
CAT-0521,显微镜,显微镜,仪器仪表,2,test-measurement-lcsc-12701,,active,B
CAT-0522,转速表/转速计,转速表/转速计,仪器仪表,2,test-measurement-lcsc-12703,,active,B
CAT-0523,转向仪,转向仪,仪器仪表,2,test-measurement-lcsc-12704,,active,B
CAT-0524,测振仪,测振仪,仪器仪表,2,test-measurement-lcsc-12706,,active,B
CAT-0525,电桥,电桥,仪器仪表,2,test-measurement-lcsc-12714,,active,B
CAT-0526,探测仪,探测仪,仪器仪表,2,test-measurement-lcsc-12718,,active,B
CAT-0527,扭矩测试仪,扭矩测试仪,仪器仪表,2,test-measurement-lcsc-12770,,active,B
CAT-0528,识别仪,识别仪,仪器仪表,2,test-measurement-lcsc-12935,,active,B
CAT-0529,验电器,验电器,仪器仪表,2,test-measurement-lcsc-12937,,active,B
CAT-0530,点胶机,点胶机,仪器仪表,2,test-measurement-lcsc-13002,,active,B
CAT-0531,监测仪,监测仪,仪器仪表,2,test-measurement-lcsc-13003,,active,B
CAT-0532,探伤仪,探伤仪,仪器仪表,2,test-measurement-lcsc-13006,,active,B
CAT-0533,人体综合测试仪,人体综合测试仪,仪器仪表,2,test-measurement-lcsc-13007,,active,B
CAT-0534,粉尘检测仪,粉尘检测仪,仪器仪表,2,test-measurement-lcsc-13008,,active,B
CAT-0535,辐射测量仪,辐射测量仪,仪器仪表,2,test-measurement-lcsc-13009,,active,B
CAT-0536,测油仪,测油仪,仪器仪表,2,test-measurement-lcsc-13010,,active,B
CAT-0537,离子棒,离子棒,仪器仪表,2,test-measurement-lcsc-13011,,active,B
CAT-0538,对刀器,对刀器,仪器仪表,2,test-measurement-lcsc-13012,,active,B
CAT-0539,探伤仪附件,探伤仪附件,仪器仪表,2,test-measurement-lcsc-13013,,active,B
CAT-0540,机械故障听诊器,机械故障听诊器,仪器仪表,2,test-measurement-lcsc-13014,,active,B
CAT-0541,镶嵌机,镶嵌机,仪器仪表,2,test-measurement-lcsc-13015,,active,B
CAT-0542,吸油机,吸油机,仪器仪表,2,test-measurement-lcsc-13016,,active,B
CAT-0543,烟尘净化器,烟尘净化器,仪器仪表,2,test-measurement-lcsc-13017,,active,B
CAT-0544,混合仪,混合仪,仪器仪表,2,test-measurement-lcsc-13018,,active,B
CAT-0545,试验箱,试验箱,仪器仪表,2,test-measurement-lcsc-13019,,active,B
CAT-0546,干燥机,干燥机,仪器仪表,2,test-measurement-lcsc-13021,,active,B
CAT-0547,PH计,PH计,仪器仪表,2,test-measurement-ph,,active,B
CAT-0548,蒸馏器,蒸馏器,仪器仪表,2,test-measurement-lcsc-13023,,active,B
CAT-0549,粉碎机/研磨机,粉碎机/研磨机,仪器仪表,2,test-measurement-lcsc-13024,,active,B
CAT-0550,光纤熔接机,光纤熔接机,仪器仪表,2,test-measurement-lcsc-13025,,active,B
CAT-0551,螺丝整理机,螺丝整理机,仪器仪表,2,test-measurement-lcsc-13026,,active,B
CAT-0552,离心机,离心机,仪器仪表,2,test-measurement-lcsc-13028,,active,B
CAT-0553,消解仪,消解仪,仪器仪表,2,test-measurement-lcsc-13029,,active,B
CAT-0554,静电消除器,静电消除器,仪器仪表,2,test-measurement-lcsc-13030,,active,B
CAT-0555,试验机,试验机,仪器仪表,2,test-measurement-lcsc-13032,,active,B
CAT-0556,气体发生器,气体发生器,仪器仪表,2,test-measurement-lcsc-13037,,active,B
CAT-0557,分析仪,分析仪,仪器仪表,2,test-measurement-lcsc-13043,,active,B
CAT-0558,测试笔,测试笔,仪器仪表,2,test-measurement-lcsc-13044,,active,B
CAT-0559,萃取仪,萃取仪,仪器仪表,2,test-measurement-lcsc-13045,,active,B
CAT-0560,加热器,加热器,仪器仪表,2,test-measurement-lcsc-13047,,active,B
CAT-0561,离子计,离子计,仪器仪表,2,test-measurement-lcsc-13048,,active,B
CAT-0562,电导仪,电导仪,仪器仪表,2,test-measurement-lcsc-13049,,active,B
CAT-0563,折射仪,折射仪,仪器仪表,2,test-measurement-lcsc-13050,,active,B
CAT-0564,白度仪,白度仪,仪器仪表,2,test-measurement-lcsc-13051,,active,B
CAT-0565,制冰机,制冰机,仪器仪表,2,test-measurement-lcsc-13053,,active,B
CAT-0566,氮吹仪,氮吹仪,仪器仪表,2,test-measurement-lcsc-13054,,active,B
CAT-0567,振荡水槽,振荡水槽,仪器仪表,2,test-measurement-lcsc-13056,,active,B
CAT-0568,净化系统,净化系统,仪器仪表,2,test-measurement-lcsc-13058,,active,B
CAT-0569,计数器,计数器,仪器仪表,2,test-measurement-lcsc-13059,,active,B
CAT-0570,频闪仪,频闪仪,仪器仪表,2,test-measurement-lcsc-13060,,active,B
CAT-0571,扭矩扳手检定仪,扭矩扳手检定仪,仪器仪表,2,test-measurement-lcsc-13061,,active,B
CAT-0572,差压仪,差压仪,仪器仪表,2,test-measurement-lcsc-13062,,active,B
CAT-0573,检测仪,检测仪,仪器仪表,2,test-measurement-lcsc-13066,,active,B
CAT-0574,粘度计,粘度计,仪器仪表,2,test-measurement-lcsc-13067,,active,B
CAT-0575,同心度仪,同心度仪,仪器仪表,2,test-measurement-lcsc-13068,,active,B
CAT-0576,信号发生器校验仪,信号发生器校验仪,仪器仪表,2,test-measurement-lcsc-13069,,active,B
CAT-0577,检查仪,检查仪,仪器仪表,2,test-measurement-lcsc-13070,,active,B
CAT-0578,测高仪/高度计,测高仪/高度计,仪器仪表,2,test-measurement-lcsc-13073,,active,B
CAT-0579,浊度计,浊度计,仪器仪表,2,test-measurement-lcsc-13074,,active,B
CAT-0580,超声波物位计,超声波物位计,仪器仪表,2,test-measurement-lcsc-13077,,active,B
CAT-0581,摩擦系数测定仪,摩擦系数测定仪,仪器仪表,2,test-measurement-lcsc-13078,,active,B
CAT-0582,压缩阻抗测定仪,压缩阻抗测定仪,仪器仪表,2,test-measurement-lcsc-13079,,active,B
CAT-0583,色差仪,色差仪,仪器仪表,2,test-measurement-lcsc-13080,,active,B
CAT-0584,雾度计,雾度计,仪器仪表,2,test-measurement-lcsc-13081,,active,B
CAT-0585,电感测微仪,电感测微仪,仪器仪表,2,test-measurement-lcsc-13083,,active,B
CAT-0586,糖度计,糖度计,仪器仪表,2,test-measurement-lcsc-13084,,active,B
CAT-0587,酒精浓度计,酒精浓度计,仪器仪表,2,test-measurement-lcsc-13085,,active,B
CAT-0588,自动拧螺母机,自动拧螺母机,仪器仪表,2,test-measurement-lcsc-13088,,active,B
CAT-0589,防雷专用电阻,防雷专用电阻,仪器仪表,2,test-measurement-lcsc-13092,,active,B
CAT-0590,复合材料粘接检测仪,复合材料粘接检测仪,仪器仪表,2,test-measurement-lcsc-13095,,active,B
CAT-0591,静电测试仪,静电测试仪,仪器仪表,2,test-measurement-lcsc-13097,,active,B
CAT-0592,工业平板电脑,工业平板电脑,仪器仪表,2,test-measurement-lcsc-13098,,active,B
CAT-0593,生物医学仪器,生物医学仪器,仪器仪表,2,test-measurement-lcsc-13099,,active,B
CAT-0594,坡口机,坡口机,仪器仪表,2,test-measurement-lcsc-13100,,active,B
CAT-0595,贴标机,贴标机,仪器仪表,2,test-measurement-lcsc-13101,,active,B
CAT-0596,自动束带机,自动束带机,仪器仪表,2,test-measurement-lcsc-13102,,active,B
CAT-0597,超声波液位计,超声波液位计,仪器仪表,2,test-measurement-lcsc-13147,,active,B
CAT-0598,离子喷嘴,离子喷嘴,仪器仪表,2,test-measurement-lcsc-13149,,active,B
CAT-0599,离子电源,离子电源,仪器仪表,2,test-measurement-lcsc-13150,,active,B
CAT-0600,电阻测量仪,电阻测量仪,仪器仪表,2,test-measurement-lcsc-13151,,active,B
CAT-0601,释放仪,释放仪,仪器仪表,2,test-measurement-lcsc-13152,,active,B
CAT-0602,报警仪,报警仪,仪器仪表,2,test-measurement-lcsc-13153,,active,B
CAT-0603,喷头,喷头,仪器仪表,2,test-measurement-lcsc-13155,,active,B
CAT-0604,电阻探头,电阻探头,仪器仪表,2,test-measurement-lcsc-13156,,active,B
CAT-0605,电压表,电压表,仪器仪表,2,test-measurement-lcsc-13555,,active,B
CAT-0606,电能表,电能表,仪器仪表,2,test-measurement-lcsc-13556,,active,B
CAT-0607,功率表,功率表,仪器仪表,2,test-measurement-lcsc-13557,,active,B
CAT-0608,功率因数表,功率因数表,仪器仪表,2,test-measurement-lcsc-13558,,active,B
CAT-0609,频率表,频率表,仪器仪表,2,test-measurement-lcsc-13559,,active,B
CAT-0610,多功能电力仪表,多功能电力仪表,仪器仪表,2,test-measurement-lcsc-13560,,active,B
CAT-0611,万用表,万用表,仪器仪表,2,test-measurement-lcsc-13563,,active,B
CAT-0612,伏安表,伏安表,仪器仪表,2,test-measurement-lcsc-13565,,active,B
CAT-0613,核相仪,核相仪,仪器仪表,2,test-measurement-lcsc-13566,,active,B
CAT-0614,相序表,相序表,仪器仪表,2,test-measurement-lcsc-13567,,active,B
CAT-0615,电流表,电流表,仪器仪表,2,test-measurement-lcsc-13568,,active,B
CAT-0616,安规测试仪,安规测试仪,仪器仪表,2,test-measurement-lcsc-13572,,active,B
CAT-0617,表笔,表笔,仪器仪表,2,test-measurement-lcsc-13581,,active,B
CAT-0618,示波器,示波器,仪器仪表,2,test-measurement-lcsc-13585,,active,B
CAT-0619,管道测堵仪,管道测堵仪,仪器仪表,2,test-measurement-lcsc-13594,,active,B
CAT-0620,泥位计,泥位计,仪器仪表,2,test-measurement-lcsc-13688,,active,B
CAT-0621,水质测定仪,水质测定仪,仪器仪表,2,test-measurement-lcsc-13692,,active,B
CAT-0622,阻旋料位控制器,阻旋料位控制器,仪器仪表,2,test-measurement-lcsc-13709,,active,B
CAT-0623,晴雨表,晴雨表,仪器仪表,2,test-measurement-lcsc-13722,,active,B
CAT-0624,执法记录仪,执法记录仪,仪器仪表,2,test-measurement-lcsc-13797,,active,B
CAT-0625,压力控制器,压力控制器,仪器仪表,2,test-measurement-lcsc-13833,,active,B
CAT-0626,镜头模组,镜头模组,仪器仪表,2,test-measurement-lcsc-13849,,active,B
CAT-0627,USB测试仪,USB测试仪,仪器仪表,2,test-measurement-usb,,active,B
CAT-0628,冷媒检测仪,冷媒检测仪,仪器仪表,2,test-measurement-lcsc-13911,,active,B
CAT-0629,夜视仪,夜视仪,仪器仪表,2,test-measurement-lcsc-13917,,active,B
CAT-0630,欧姆计,欧姆计,仪器仪表,2,test-measurement-lcsc-13925,,active,B
CAT-0631,红外热成像仪配件,红外热成像仪配件,仪器仪表,2,test-measurement-lcsc-13926,,active,B
CAT-0632,拉力计,拉力计,仪器仪表,2,test-measurement-lcsc-13945,,active,B
CAT-0633,数据采集仪,数据采集仪,仪器仪表,2,test-measurement-lcsc-13988,,active,B
CAT-0634,显微镜配件,显微镜配件,仪器仪表,2,test-measurement-lcsc-13990,,active,B
CAT-0635,测温纸,测温纸,仪器仪表,2,test-measurement-lcsc-14118,,active,B
CAT-0636,导电银浆,导电银浆,仪器仪表,2,test-measurement-lcsc-956,,active,B
CAT-0637,线材综合测试仪,线材综合测试仪,仪器仪表,2,test-measurement-lcsc-14634,,active,B
CAT-0638,电子负载,电子负载,仪器仪表,2,test-measurement-lcsc-11199,,active,B
CAT-0639,逻辑分析仪,逻辑分析仪,仪器仪表,2,test-measurement-lcsc-11200,,active,B
CAT-0640,其它仪表,其它仪表,仪器仪表,2,test-measurement-lcsc-11208,,active,B
CAT-0641,驻极体性能测试仪,驻极体性能测试仪,仪器仪表,2,test-measurement-lcsc-14062,,active,B
CAT-0642,嘉立创专用仪器,嘉立创专用仪器,仪器仪表,2,test-measurement-lcsc-14082,,active,B
CAT-0643,温感贴片,温感贴片,仪器仪表,2,test-measurement-lcsc-14119,,active,B
CAT-0644,声校准器,声校准器,仪器仪表,2,test-measurement-lcsc-14202,,active,B
CAT-0645,电容表,电容表,仪器仪表,2,test-measurement-lcsc-14203,,active,B
CAT-0646,烙铁综合测试仪,烙铁综合测试仪,仪器仪表,2,test-measurement-lcsc-14445,,active,B
CAT-0647,烙铁测温仪,烙铁测温仪,仪器仪表,2,test-measurement-lcsc-14446,,active,B
CAT-0648,烙铁测试仪配件,烙铁测试仪配件,仪器仪表,2,test-measurement-lcsc-14447,,active,B
CAT-0649,三坐标测针,三坐标测针,仪器仪表,2,test-measurement-lcsc-14542,,active,B
CAT-0650,声学成像仪,声学成像仪,仪器仪表,2,test-measurement-lcsc-14612,,active,B
CAT-0651,高斯计,高斯计,仪器仪表,2,test-measurement-lcsc-14633,,active,B
CAT-0652,机床测头,机床测头,仪器仪表,2,test-measurement-lcsc-14729,,active,B
CAT-0653,电压探头,电压探头,仪器仪表,2,test-measurement-lcsc-14730,,active,B
CAT-0654,测试探头,测试探头,仪器仪表,2,test-measurement-lcsc-14732,,active,B
CAT-0655,电极探头,电极探头,仪器仪表,2,test-measurement-lcsc-14733,,active,B
CAT-0656,近场探头,近场探头,仪器仪表,2,test-measurement-lcsc-14734,,active,B
CAT-0657,温度探头,温度探头,仪器仪表,2,test-measurement-lcsc-14736,,active,B
CAT-0658,温湿度探头,温湿度探头,仪器仪表,2,test-measurement-lcsc-14737,,active,B
CAT-0659,烟气探头,烟气探头,仪器仪表,2,test-measurement-lcsc-14738,,active,B
CAT-0660,真空探头,真空探头,仪器仪表,2,test-measurement-lcsc-14739,,active,B
CAT-0661,电子工具/仪器/耗材,Test & Measurement,,1,test-measurement-440,,active,A
CAT-0662,预售新品,预售新品,电子工具/仪器/耗材,2,test-measurement-lcsc-11171,,active,B
CAT-0663,其他,其他,电子工具/仪器/耗材,2,test-measurement-lcsc-965,,active,B
CAT-0664,电烙铁/烙铁头,电烙铁/烙铁头,其他,3,test-measurement-lcsc-11538,,active,B
CAT-0665,吸锡器/吸锡线,吸锡器/吸锡线,其他,3,test-measurement-lcsc-11526,,active,B
CAT-0666,焊台,焊台,其他,3,test-measurement-lcsc-12055,,active,B
CAT-0667,镊子,镊子,其他,3,test-measurement-lcsc-11486,,active,B
CAT-0668,防静电手环,防静电手环,其他,3,test-measurement-lcsc-12649,,active,B
CAT-0669,剥线钳,剥线钳,其他,3,test-measurement-lcsc-11546,,active,B
CAT-0670,电子维修套装,电子维修套装,其他,3,test-measurement-lcsc-11900,,active,B
CAT-0671,熔锡炉,熔锡炉,其他,3,test-measurement-lcsc-12060,,active,B
CAT-0672,热风拆焊台,热风拆焊台,其他,3,test-measurement-lcsc-12059,,active,B
CAT-0673,离子风机,离子风机,其他,3,test-measurement-lcsc-12057,,active,B
CAT-0674,烙铁架,烙铁架,其他,3,test-measurement-lcsc-12056,,active,B
CAT-0675,螺丝批套装,螺丝批套装,其他,3,test-measurement-lcsc-11598,,active,B
CAT-0676,电缆钳/网线钳,电缆钳/网线钳,其他,3,test-measurement-lcsc-11544,,active,B
