raw_name,canonical_brand,manufacturer_id,status,tier,match_method
全汉,全汉,MFR-03603,review,A,new
FUXINSEMI(富芯森美),FUXINSEMI(富芯森美),MFR-00945,candidate,B,new
FM(复旦微),FM(复旦微),MFR-00909,candidate,B,new
FUJITSU(富士通),FUJITSU(富士通),MFR-00941,candidate,B,new
FSHY(佛山好运),FSHY(佛山好运),MFR-00929,candidate,B,new
FANTASTIC FAN,FANTASTIC FAN,MFR-00871,candidate,B,new
Futaba,Futaba,MFR-00988,candidate,B,new
FTDI(飞特帝亚),FTDI(飞特帝亚),MFR-00932,candidate,B,new
fipilock(飞洛克),fipilock(飞洛克),MFR-03469,candidate,B,new
FAUKU(高芯电子),FAUKU(高芯电子),MFR-00876,candidate,B,new
FNIRSI(菲尼瑞斯),FNIRSI(菲尼瑞斯),MFR-00913,candidate,B,new
Fortior Tech(峰岹),Fortior Tech(峰岹),MFR-00981,candidate,B,new
FY(富仪),FY(富仪),MFR-00948,candidate,B,new
FFOC(丰祺),FFOC(丰祺),MFR-00893,candidate,B,new
Fanyaa(泛亚精工),Fanyaa(泛亚精工),MFR-00953,candidate,B,new
FUGUANG(富光),FUGUANG(富光),MFR-00937,candidate,B,new
Firstohm(第一电阻),Firstohm(第一电阻),MFR-00966,candidate,B,new
FETek(东沅),FETek(东沅),MFR-00892,candidate,B,new
FUJI FILM(富士胶片),FUJI FILM(富士胶片),MFR-00939,candidate,B,new
FUYOU(富盈兴业科技),FUYOU(富盈兴业科技),MFR-00946,candidate,B,new
FiberSource,FiberSource,MFR-00961,candidate,B,new
FH(风华),FH(风华),MFR-00896,candidate,B,new
F&C(嘉准传感器),F&C(嘉准传感器),MFR-00866,candidate,B,new
FUJIYA(富具亚),FUJIYA(富具亚),MFR-00942,candidate,B,new
蜂鸟无线,蜂鸟无线,MFR-03799,candidate,B,new
FUJI(富士电机),FUJI(富士电机),MFR-00940,candidate,B,new
FEICE(飞策),FEICE(飞策),MFR-00884,candidate,B,new
Furuno(古野电气),Furuno(古野电气),MFR-00987,candidate,B,new
FAST,FAST,MFR-00872,review,A,new
Fair-Rite,Fair-Rite,MFR-00950,candidate,B,new
FSD-CON(富仕达),FSD-CON(富仕达),MFR-00928,candidate,B,new
FH-BK(风华邦科),FH-BK(风华邦科),MFR-00897,candidate,B,new
FG(富港),FG(富港),MFR-00894,candidate,B,new
方向电子,方向电子,MFR-03695,candidate,B,new
Floyd Bell,Floyd Bell,MFR-00971,candidate,B,new
Fairview Microwave,Fairview Microwave,MFR-00951,candidate,B,new
FACOM,FACOM,MFR-00868,candidate,B,new
faratronic(厦门法拉),faratronic(厦门法拉),MFR-03467,candidate,B,new
FREQCHIP(富芮坤),FREQCHIP(富芮坤),MFR-00924,candidate,B,new
FUCHENG(孚诚),FUCHENG(孚诚),MFR-00935,candidate,B,new
Fluere(中氟),Fluere(中氟),MFR-00973,candidate,B,new
FABAIKANG(法百康),FABAIKANG(法百康),MFR-00867,candidate,B,new
FLUSSO,FLUSSO,MFR-00907,candidate,B,new
Focus Display Solutions Inc.,Focus Display Solutions Inc.,MFR-00976,candidate,B,new
FISNAR,FISNAR,MFR-00901,candidate,B,new
Fujikura Ltd.,Fujikura Ltd.,MFR-00985,candidate,B,new
FUANNA(富安娜),FUANNA(富安娜),MFR-00934,candidate,B,new
FLASH(弗莱仕),FLASH(弗莱仕),MFR-00903,candidate,B,new
FREESOR(飞轩),FREESOR(飞轩),MFR-00923,candidate,B,new
FOSAN(富捷/富信),FOSAN(富捷/富信),MFR-00918,candidate,B,new
FriendlyElec(友善电子),FriendlyElec(友善电子),MFR-00983,candidate,B,new
FASTRON,FASTRON,MFR-00874,candidate,B,new
FOJAN(富捷),FOJAN(富捷),MFR-00914,candidate,B,new
FEMA/FECOM,FEMA/FECOM,MFR-00887,candidate,B,new
FCI,FCI,MFR-00878,review,A,new
Firecomms (飞尔康),Firecomms (飞尔康),MFR-00964,candidate,B,new
FLECK(福莱克),FLECK(福莱克),MFR-00904,candidate,B,new
FMD(辉芒微),FMD(辉芒微),MFR-00911,candidate,B,new
FUHENG(富恒),FUHENG(富恒),MFR-00938,candidate,B,new
FUZETEC(富致),FUZETEC(富致),MFR-00947,candidate,B,new
Fujicon(富之光),Fujicon(富之光),MFR-00984,candidate,B,new
FENIX(菲尼克斯),FENIX(菲尼克斯),MFR-00889,candidate,B,new
FC(方成),FC(方成),MFR-00877,candidate,B,new
Fdmtek(中科本原),Fdmtek(中科本原),MFR-00955,candidate,B,new
FMS(美丽微),FMS(美丽微),MFR-00912,candidate,B,new
Fcom(富士水晶),Fcom(富士水晶),MFR-00954,candidate,B,new
Fanstel,Fanstel,MFR-00952,candidate,B,new
Full-Way(四方杰芯),Full-Way(四方杰芯),MFR-00986,candidate,B,new
自由马,自由马,MFR-03791,review,A,new
FCM(闪芯微),FCM(闪芯微),MFR-00880,candidate,B,new
FIREMAPLE(火枫),FIREMAPLE(火枫),MFR-00899,candidate,B,new
FCL COMPONENTS,FCL COMPONENTS,MFR-00879,candidate,B,new
FOLLON(富隆电子),FOLLON(富隆电子),MFR-00915,candidate,B,new
FIRST FORCEGOD OF WAR(首力战神),FIRST FORCEGOD OF WAR(首力战神),MFR-00900,candidate,B,new
FOXCONN(富士康),FOXCONN(富士康),MFR-00921,candidate,B,new
FLIR(菲力尔),FLIR(菲力尔),MFR-00905,candidate,B,new
FRIWO,FRIWO,MFR-00926,candidate,B,new
Formerica Optoelectronics,Formerica Optoelectronics,MFR-00978,candidate,B,new
Flex,Flex,MFR-00968,candidate,B,new
Finder,Finder,MFR-00962,candidate,B,new
FESTOOL(费斯托工具),FESTOOL(费斯托工具),MFR-00891,candidate,B,new
FERROXCUBE(飞磁),FERROXCUBE(飞磁),MFR-00890,candidate,B,new
FEISHIDUN(飞氏盾),FEISHIDUN(飞氏盾),MFR-00886,candidate,B,new
FINECABLES(协顺),FINECABLES(协顺),MFR-00898,candidate,B,new
峰华微电子,峰华微电子,MFR-03669,candidate,B,new
Forant(泛特),Forant(泛特),MFR-00977,candidate,B,new
Flying Fairy(飞仙智能),Flying Fairy(飞仙智能),MFR-00975,candidate,B,new
FUNITRIP(趣行),FUNITRIP(趣行),MFR-00944,candidate,B,new
Fluckrise(福升),Fluckrise(福升),MFR-00972,candidate,B,new
Fengming(锋鸣电子),Fengming(锋鸣电子),MFR-00958,candidate,B,new
FGDX(富嘉达),FGDX(富嘉达),MFR-00895,candidate,B,new
Firefly Workshop(萤火工场),Firefly Workshop(萤火工场),MFR-00965,candidate,B,new
FeiHong(飞虹),FeiHong(飞虹),MFR-00956,candidate,B,new
Flyco(飞科),Flyco(飞科),MFR-00974,candidate,B,new
FRESHLIANCE(鲜境物联),FRESHLIANCE(鲜境物联),MFR-00925,candidate,B,new
FORT(致强),FORT(致强),MFR-00917,candidate,B,new
FDUN(格盾),FDUN(格盾),MFR-00883,candidate,B,new
FiberHome(烽火通信),FiberHome(烽火通信),MFR-00960,candidate,B,new
FS(风算智能),FS(风算智能),MFR-00927,candidate,B,new
飞毛腿,飞毛腿,MFR-03832,review,A,new
FENDA(奋达),FENDA(奋达),MFR-00888,candidate,B,new
FATRI(西人马),FATRI(西人马),MFR-00875,candidate,B,new
FSL(佛山照明),FSL(佛山照明),MFR-00930,candidate,B,new
FANHAR(浙江凡华),FANHAR(浙江凡华),MFR-00870,candidate,B,new
Forsinve(福芯微),Forsinve(福芯微),MFR-00980,candidate,B,new
FZ(弗兆),FZ(弗兆),MFR-00949,candidate,B,new
FITIPOWER(天钰),FITIPOWER(天钰),MFR-00902,candidate,B,new
FM(富满),FM(富满),MFR-00910,candidate,B,new
FULUKE(福鲁克),FULUKE(福鲁克),MFR-00943,candidate,B,new
Fjordsense(峡感),Fjordsense(峡感),MFR-00967,candidate,B,new
FTR(乔光电子),FTR(乔光电子),MFR-00933,candidate,B,new
FDI,FDI,MFR-00881,review,A,new
FLYOUNG(远阳),FLYOUNG(远阳),MFR-00908,candidate,B,new
FPE(美信),FPE(美信),MFR-00922,candidate,B,new
Festo,Festo,MFR-00959,candidate,B,new
Fingerprint,Fingerprint,MFR-00963,candidate,B,new
FEIG,FEIG,MFR-00885,review,A,new
FDK,FDK,MFR-00882,review,A,new
Kaga Electronics,Kaga Electronics,MFR-01613,candidate,B,new
FreeWave,FreeWave,MFR-00982,candidate,B,new
FSP,FSP,MFR-00931,review,A,new
Flexxon,Flexxon,MFR-00969,candidate,B,new
Flip,Flip,MFR-00970,candidate,B,new
Formosa,Formosa,MFR-00979,candidate,B,new
Ignion,Ignion,MFR-01399,candidate,B,new
Fyantech(飞沿技术),Fyantech(飞沿技术),MFR-00989,candidate,B,new
风轻杨,风轻杨,MFR-03831,review,A,new
FORESEE(江波龙),FORESEE(江波龙),MFR-00916,candidate,B,new
FOWLER(福勒),FOWLER(福勒),MFR-00920,candidate,B,new
FAHRION(飞日诺),FAHRION(飞日诺),MFR-00869,candidate,B,new
GELIAHAO(哥俩好),GELIAHAO(哥俩好),MFR-01006,candidate,B,new
GreenSource(绿索超容),GreenSource(绿索超容),MFR-01111,candidate,B,new
GME(银河微电),GME(银河微电),MFR-01023,candidate,B,new
公牛,公牛,MFR-03605,review,A,new
GOWIN(高云),GOWIN(高云),MFR-01040,candidate,B,new
GUOCONN(国连),GUOCONN(国连),MFR-01064,candidate,B,new
Guanglu(广陆),Guanglu(广陆),MFR-01116,candidate,B,new
GWINSTEK(固纬),GWINSTEK(固纬),MFR-01072,candidate,B,new
GMT(致新),GMT(致新),MFR-01026,candidate,B,new
格之格,格之格,MFR-03724,review,A,new
G-Switch(品赞),G-Switch(品赞),MFR-00991,candidate,B,new
GDHY(广东华裕),GDHY(广东华裕),MFR-01003,candidate,B,new
GUQIAO(古桥微),GUQIAO(古桥微),MFR-01066,candidate,B,new
GNF,GNF,MFR-01027,review,A,new
Gemi(吉之美),Gemi(吉之美),MFR-01087,candidate,B,new
GONGZIPAI(工字牌),GONGZIPAI(工字牌),MFR-01031,candidate,B,new
GODETEK(皋德科技),GODETEK(皋德科技),MFR-01028,candidate,B,new
GENTEC(捷锐),GENTEC(捷锐),MFR-01009,candidate,B,new
国芯佳品,国芯佳品,MFR-03648,candidate,B,new
Grayhill,Grayhill,MFR-01109,candidate,B,new
Gosuncn(ZTE高新兴),Gosuncn(ZTE高新兴),MFR-01104,candidate,B,new
GEPU(歌普),GEPU(歌普),MFR-01011,candidate,B,new
Guestgood(客益),Guestgood(客益),MFR-01118,candidate,B,new
GIS-SCADA(吉斯凯达),GIS-SCADA(吉斯凯达),MFR-01017,candidate,B,new
汇顶科技,汇顶科技,MFR-03732,candidate,B,new
GP(超霸),GP(超霸),MFR-01041,candidate,B,new
GBD(工邦达),GBD(工邦达),MFR-00997,candidate,B,new
GREE(格力),GREE(格力),MFR-01048,candidate,B,new
GC(国产),GC(国产),MFR-00999,candidate,B,new
GOODYEAR(固特异),GOODYEAR(固特异),MFR-01035,candidate,B,new
GR(国睿),GR(国睿),MFR-01045,candidate,B,new
国产,国产,MFR-03644,review,A,new
广船国际技术,广船国际技术,MFR-03674,candidate,B,new
GLS(格力斯),GLS(格力斯),MFR-01022,candidate,B,new
GUDIAN(固电),GUDIAN(固电),MFR-01061,candidate,B,new
GPILOT(佳博科技),GPILOT(佳博科技),MFR-01042,candidate,B,new
GUJOG(固乡),GUJOG(固乡),MFR-01063,candidate,B,new
钢诚,钢诚,MFR-03817,review,A,new
Guerrilla RF,Guerrilla RF,MFR-01117,candidate,B,new
GCT,GCT,MFR-01000,review,A,new
GENESYS(创惟),GENESYS(创惟),MFR-01007,candidate,B,new
GigaDevice(兆易创新),GigaDevice(兆易创新),MFR-01095,candidate,B,new
Gamma Technologies Inc(伽太科技),Gamma Technologies Inc(伽太科技),MFR-01081,candidate,B,new
GOOT(吉欧欧替),GOOT(吉欧欧替),MFR-01037,candidate,B,new
GPowerTek(普能),GPowerTek(普能),MFR-01044,candidate,B,new
工手道,工手道,MFR-03670,review,A,new
FAST(法思特),FAST(法思特),MFR-00873,candidate,B,new
GMIC(绿微),GMIC(绿微),MFR-01024,candidate,B,new
GAOJ-K(台湾高技),GAOJ-K(台湾高技),MFR-00993,candidate,B,new
光恒,光恒,MFR-03602,review,A,new
GTIC(谷泰微),GTIC(谷泰微),MFR-01056,candidate,B,new
GONG YA(公雅),GONG YA(公雅),MFR-01030,candidate,B,new
Gem-micro(晶群),Gem-micro(晶群),MFR-01086,candidate,B,new
GL(光磊),GL(光磊),MFR-01020,candidate,B,new
GORDAK(高迪),GORDAK(高迪),MFR-01039,candidate,B,new
Gainsil(聚洵),Gainsil(聚洵),MFR-01079,candidate,B,new
GUARDIAN ELECTRIC,GUARDIAN ELECTRIC,MFR-01059,candidate,B,new
GooDeTek(谷德科技),GooDeTek(谷德科技),MFR-01103,candidate,B,new
Geyer Electronic E.K.,Geyer Electronic E.K.,MFR-01092,candidate,B,new
GOODSKY(国兴),GOODSKY(国兴),MFR-01033,candidate,B,new
Gowanda Electronics,Gowanda Electronics,MFR-01107,candidate,B,new
GRUBER INDUSTRIES,GRUBER INDUSTRIES,MFR-01050,candidate,B,new
Gotrend(高创科技),Gotrend(高创科技),MFR-01106,candidate,B,new
Genteq,Genteq,MFR-01090,candidate,B,new
GE CRITICAL POWER,GE CRITICAL POWER,MFR-01005,candidate,B,new
GST(海湾),GST(海湾),MFR-01054,candidate,B,new
GH(广汇),GH(广汇),MFR-01013,candidate,B,new
GUANHUA(冠桦),GUANHUA(冠桦),MFR-01058,candidate,B,new
Guangcai Display(光彩显示),Guangcai Display(光彩显示),MFR-01115,candidate,B,new
Goertek(歌尔),Goertek(歌尔),MFR-01100,candidate,B,new
"GlobTek, Inc.","GlobTek, Inc.",MFR-01097,candidate,B,new
Greenlee,Greenlee,MFR-01112,candidate,B,new
Glenair,Glenair,MFR-01096,candidate,B,new
Global Specialties,Global Specialties,MFR-01098,candidate,B,new
GOFORD(谷峰),GOFORD(谷峰),MFR-01029,candidate,B,new
GD(固锝),GD(固锝),MFR-01001,candidate,B,new
GHI Electronics,GHI Electronics,MFR-01014,candidate,B,new
Gedore(吉多瑞),Gedore(吉多瑞),MFR-01085,candidate,B,new
GeneSiC Semiconductor,GeneSiC Semiconductor,MFR-01088,candidate,B,new
GANGYUAN(港源),GANGYUAN(港源),MFR-00992,candidate,B,new
GC Electronics,GC Electronics,MFR-00998,candidate,B,new
Galco Industrial Electronics,Galco Industrial Electronics,MFR-01080,candidate,B,new
GIN(精展),GIN(精展),MFR-01015,candidate,B,new
Gettop(共达),Gettop(共达),MFR-01091,candidate,B,new
GSR(三伍微),GSR(三伍微),MFR-01052,candidate,B,new
Golledge,Golledge,MFR-01101,candidate,B,new
GUOWEI(国威),GUOWEI(国威),MFR-01065,candidate,B,new
GiantOhm(鼎声微电),GiantOhm(鼎声微电),MFR-01093,candidate,B,new
Guiguang light(桂光光电),Guiguang light(桂光光电),MFR-01119,candidate,B,new
GRAND(有容微),GRAND(有容微),MFR-01047,candidate,B,new
Green Ignite Inc,Green Ignite Inc,MFR-01110,candidate,B,new
长城精工,长城精工,MFR-03822,candidate,B,new
GATEMODE(捷茂微),GATEMODE(捷茂微),MFR-00996,candidate,B,new
GRAIN SEMICONDUCTOR(谷雨),GRAIN SEMICONDUCTOR(谷雨),MFR-01046,candidate,B,new
GradConn,GradConn,MFR-01108,candidate,B,new
3G Shielding Specialties LP,3G Shielding Specialties LP,MFR-00003,candidate,B,new
GAOPIN(高品),GAOPIN(高品),MFR-00994,candidate,B,new
GUWANJI(固万基),GUWANJI(固万基),MFR-01068,candidate,B,new
GINO(吉诺塑胶),GINO(吉诺塑胶),MFR-01016,candidate,B,new
G-NiceRF(思为无线),G-NiceRF(思为无线),MFR-00990,candidate,B,new
GKN(格卡诺),GKN(格卡诺),MFR-01019,candidate,B,new
Greenliant(绿芯),Greenliant(绿芯),MFR-01113,candidate,B,new
Grenergy(南京绿芯),Grenergy(南京绿芯),MFR-01114,candidate,B,new
GLE(格莱尔),GLE(格莱尔),MFR-01021,candidate,B,new
GSTEK(登丰微),GSTEK(登丰微),MFR-01055,candidate,B,new
GongLuo(工螺),GongLuo(工螺),MFR-01102,candidate,B,new
GW(唯圣),GW(唯圣),MFR-01071,candidate,B,new
GTL-POWER(冠图电子),GTL-POWER(冠图电子),MFR-01057,candidate,B,new
GORAL(斑羚),GORAL(斑羚),MFR-01038,candidate,B,new
GSS,GSS,MFR-01053,review,A,new
GXCAS(中科银河芯),GXCAS(中科银河芯),MFR-01073,candidate,B,new
GausSense(高斯),GausSense(高斯),MFR-01083,candidate,B,new
Gantong(感通),Gantong(感通),MFR-01082,candidate,B,new
5G Hub,5G Hub,MFR-00010,candidate,B,new
Gyunrui(云睿),Gyunrui(云睿),MFR-01120,candidate,B,new
GUXIANG,GUXIANG,MFR-01069,candidate,B,new
Gcore(扬州国芯),Gcore(扬州国芯),MFR-01084,candidate,B,new
Glosen(金隆兴),Glosen(金隆兴),MFR-01099,candidate,B,new
GMLADON(国密蓝盾),GMLADON(国密蓝盾),MFR-01025,candidate,B,new
GPT(泰科天润),GPT(泰科天润),MFR-01043,candidate,B,new
广州奥松,广州奥松,MFR-03673,candidate,B,new
国星光电,国星光电,MFR-03647,candidate,B,new
GUYISA(古伊萨),GUYISA(古伊萨),MFR-01070,candidate,B,new
GOOD-ARK(固锝),GOOD-ARK(固锝),MFR-01032,candidate,B,new
GENITOP(高通),GENITOP(高通),MFR-01008,candidate,B,new
GJ(黄花高洁),GJ(黄花高洁),MFR-01018,candidate,B,new
GotRad,GotRad,MFR-01105,candidate,B,new
Gain ICs,Gain ICs,MFR-01078,candidate,B,new
GAPTEC,GAPTEC,MFR-00995,candidate,B,new
Gaia Converter,Gaia Converter,MFR-01077,candidate,B,new
GE,GE,MFR-01004,review,A,new
Genicom,Genicom,MFR-01089,candidate,B,new
GYZ(昀冢科技),GYZ(昀冢科技),MFR-01074,candidate,B,new
GaN systems,GaN systems,MFR-01076,candidate,B,new
GZSJ(广州盛炬),GZSJ(广州盛炬),MFR-01075,candidate,B,new
GUIAN(桂安),GUIAN(桂安),MFR-01062,candidate,B,new
GUARDNAR(加德纳),GUARDNAR(加德纳),MFR-01060,candidate,B,new
GOODWORK(固得沃克),GOODWORK(固得沃克),MFR-01034,candidate,B,new
GEPAD(歌派),GEPAD(歌派),MFR-01010,candidate,B,new
GUUB(国保),GUUB(国保),MFR-01067,candidate,B,new
GREENCONN(格康),GREENCONN(格康),MFR-01049,candidate,B,new
GSCoolink(基石酷联),GSCoolink(基石酷联),MFR-01051,candidate,B,new
GOOSVN(高胜),GOOSVN(高胜),MFR-01036,candidate,B,new
固合霖,固合霖,MFR-03643,review,A,new
GES,GES,MFR-01012,review,A,new
HCCCap(合众汇能),HCCCap(合众汇能),MFR-01147,candidate,B,new
HEIMAOSHENGJIANG(黑猫圣将),HEIMAOSHENGJIANG(黑猫圣将),MFR-01162,candidate,B,new
HRS(广濑),HRS(广濑),MFR-01234,candidate,B,new
HAIDAO(海道),HAIDAO(海道),MFR-01124,candidate,B,new
HY(虹扬),HY(虹扬),MFR-01278,candidate,B,new
HEAO(和澳),HEAO(和澳),MFR-01157,candidate,B,new
hamamatsu(滨松),hamamatsu(滨松),MFR-03470,candidate,B,new
惠华,惠华,MFR-03683,review,A,new
HANARL,HANARL,MFR-01131,candidate,B,new
Helix,Helix,MFR-01307,candidate,B,new
核芯互联,核芯互联,MFR-03723,candidate,B,new
华能,华能,MFR-03621,review,A,new
HKHONM(华科鸿溟),HKHONM(华科鸿溟),MFR-01193,candidate,B,new
HIOKI(日置),HIOKI(日置),MFR-01185,candidate,B,new
HIKVISION(海康威视),HIKVISION(海康威视),MFR-01183,candidate,B,new
HIT(日立),HIT(日立),MFR-01188,candidate,B,new
HYNIX(海力士),HYNIX(海力士),MFR-01284,candidate,B,new
华之美,华之美,MFR-03617,review,A,new
HELLA(海拉),HELLA(海拉),MFR-01165,candidate,B,new
H-SUN(华芯微),H-SUN(华芯微),MFR-01123,candidate,B,new
HOZAN(宝山),HOZAN(宝山),MFR-01227,candidate,B,new
HTC,HTC,MFR-01239,review,A,new
Hologram,Hologram,MFR-01323,candidate,B,new
MiiS,MiiS,MFR-01967,candidate,B,new
HF(宏发),HF(宏发),MFR-01172,candidate,B,new
HPC Optics,HPC Optics,MFR-01229,candidate,B,new
"HVM Technology, Inc","HVM Technology, Inc",MFR-01271,candidate,B,new
HAIGU(广州海谷),HAIGU(广州海谷),MFR-01125,candidate,B,new
华星机电,华星机电,MFR-03619,candidate,B,new
Hynetek(慧能泰),Hynetek(慧能泰),MFR-01337,candidate,B,new
HEDAWU(何大屋),HEDAWU(何大屋),MFR-01159,candidate,B,new
HENGZHU(恒助),HENGZHU(恒助),MFR-01167,candidate,B,new
杭州晟元,杭州晟元,MFR-03718,candidate,B,new
Henffman(恒夫曼),Henffman(恒夫曼),MFR-01310,candidate,B,new
哈量,哈量,MFR-03639,review,A,new
HOSONIC(鸿星),HOSONIC(鸿星),MFR-01222,candidate,B,new
HR(灿达),HR(灿达),MFR-01230,candidate,B,new
杭州瑞盟,杭州瑞盟,MFR-03719,candidate,B,new
HAOYU(昊昱),HAOYU(昊昱),MFR-01142,candidate,B,new
华控兴业,华控兴业,MFR-03618,candidate,B,new
豪帮高科,豪帮高科,MFR-03805,candidate,B,new
Hallwee(霍尔微电子),Hallwee(霍尔微电子),MFR-01291,candidate,B,new
HRmicro(华瑞微),HRmicro(华瑞微),MFR-01235,candidate,B,new
HUJINGAN(虎鲸安),HUJINGAN(虎鲸安),MFR-01267,candidate,B,new
HANYANG CLEAN(翰洋洁净),HANYANG CLEAN(翰洋洁净),MFR-01139,candidate,B,new
皇捷,皇捷,MFR-03765,review,A,new
HWAKAI(华铠),HWAKAI(华铠),MFR-01272,candidate,B,new
HANHAN(憨憨智造),HANHAN(憨憨智造),MFR-01135,candidate,B,new
华荣探针,华荣探针,MFR-03622,candidate,B,new
HANRUN(汉仁),HANRUN(汉仁),MFR-01138,candidate,B,new
汇科,汇科,MFR-03731,review,A,new
Hyperline,Hyperline,MFR-01338,candidate,B,new
HYDZ(华宇),HYDZ(华宇),MFR-01280,candidate,B,new
HYHONGYEX(宏业),HYHONGYEX(宏业),MFR-01281,candidate,B,new
HUIWEI(绘威),HUIWEI(绘威),MFR-01265,candidate,B,new
HAIHAO(海浩),HAIHAO(海浩),MFR-01126,candidate,B,new
HIOS(好握速),HIOS(好握速),MFR-01187,candidate,B,new
HONOR(荣耀),HONOR(荣耀),MFR-01215,candidate,B,new
HOYO,HOYO,MFR-01226,review,A,new
HOMESUN(奥达信),HOMESUN(奥达信),MFR-01207,candidate,B,new
环琪,环琪,MFR-03758,review,A,new
HEL(鸿志),HEL(鸿志),MFR-01163,candidate,B,new
HSINDA(欣大),HSINDA(欣大),MFR-01237,candidate,B,new
衡将军,衡将军,MFR-03800,review,A,new
hantech(瀚金兴),hantech(瀚金兴),MFR-03471,candidate,B,new
华润华晶,华润华晶,MFR-03620,candidate,B,new
HELE(台湾加高),HELE(台湾加高),MFR-01164,candidate,B,new
HDK(北陆电气),HDK(北陆电气),MFR-01156,candidate,B,new
Honeywell(霍尼韦尔),Honeywell(霍尼韦尔),MFR-01327,candidate,B,new
Hunteck(恒泰柯),Hunteck(恒泰柯),MFR-01335,candidate,B,new
HUIJUN(汇君),HUIJUN(汇君),MFR-01262,candidate,B,new
HaloChip(华众芯),HaloChip(华众芯),MFR-01292,candidate,B,new
HION(北恩),HION(北恩),MFR-01186,candidate,B,new
huancui(奂萃),huancui(奂萃),MFR-03477,candidate,B,new
HIKMICRO(海康微影),HIKMICRO(海康微影),MFR-01181,candidate,B,new
HANDPI(艾德堡),HANDPI(艾德堡),MFR-01133,candidate,B,new
Hisense(海信),Hisense(海信),MFR-01319,candidate,B,new
HUBBELL,HUBBELL,MFR-01258,candidate,B,new
HUXUEAN(护学安),HUXUEAN(护学安),MFR-01268,candidate,B,new
HCTmicro(杭州恒芯微),HCTmicro(杭州恒芯微),MFR-01152,candidate,B,new
衡星,衡星,MFR-03801,review,A,new
HTI(鑫思特),HTI(鑫思特),MFR-01242,candidate,B,new
HDGC(华德共创),HDGC(华德共创),MFR-01155,candidate,B,new
HUBEISANYANG(湖北三羊),HUBEISANYANG(湖北三羊),MFR-01259,candidate,B,new
Hixon(海科盛),Hixon(海科盛),MFR-01320,candidate,B,new
HUIYA(汇亚),HUIYA(汇亚),MFR-01266,candidate,B,new
hichs(海创),hichs(海创),MFR-03473,candidate,B,new
HYNCDZ(宏远纳川),HYNCDZ(宏远纳川),MFR-01283,candidate,B,new
HTCSEMI(海天芯),HTCSEMI(海天芯),MFR-01240,candidate,B,new
鸿樱,鸿樱,MFR-03835,review,A,new
HJSIP(宏佳电子),HJSIP(宏佳电子),MFR-01190,candidate,B,new
HX(红星),HX(红星),MFR-01274,candidate,B,new
HKE(汇港),HKE(汇港),MFR-01192,candidate,B,new
HT(金誉),HT(金誉),MFR-01238,candidate,B,new
HONORSAFE(好员工),HONORSAFE(好员工),MFR-01217,candidate,B,new
holychip(芯圣电子),holychip(芯圣电子),MFR-03475,candidate,B,new
HEXIN(禾芯微),HEXIN(禾芯微),MFR-01171,candidate,B,new
HKT(合科泰),HKT(合科泰),MFR-01195,candidate,B,new
Hk-hotline(合泰盟方),Hk-hotline(合泰盟方),MFR-01321,candidate,B,new
HKR(香港电阻),HKR(香港电阻),MFR-01194,candidate,B,new
HCTL(华灿天禄),HCTL(华灿天禄),MFR-01151,candidate,B,new
HUAWEI(华威集团),HUAWEI(华威集团),MFR-01252,candidate,B,new
Haawking(中科昊芯),Haawking(中科昊芯),MFR-01289,candidate,B,new
Harting(浩亭),Harting(浩亭),MFR-01299,candidate,B,new
HORNBY ELECTRONIC(南通康比),HORNBY ELECTRONIC(南通康比),MFR-01221,candidate,B,new
HONDA CONNECTORS,HONDA CONNECTORS,MFR-01208,candidate,B,new
HONGFARAD(弘源),HONGFARAD(弘源),MFR-01209,candidate,B,new
HYUNDAI,HYUNDAI,MFR-01288,candidate,B,new
HOLLINGSWORTH,HOLLINGSWORTH,MFR-01204,candidate,B,new
Hasegawa(长谷川),Hasegawa(长谷川),MFR-01302,candidate,B,new
宏齐光,宏齐光,MFR-03665,review,A,new
HOTEC(合泰),HOTEC(合泰),MFR-01223,candidate,B,new
HOWLET(中钰),HOWLET(中钰),MFR-01224,candidate,B,new
H-Great(华皓伟业),H-Great(华皓伟业),MFR-01122,candidate,B,new
HH(辉焕),HH(辉焕),MFR-01176,candidate,B,new
HUAPAN(华盼),HUAPAN(华盼),MFR-01248,candidate,B,new
HRK(鸿瑞凯电子),HRK(鸿瑞凯电子),MFR-01233,candidate,B,new
HP(惠普),HP(惠普),MFR-01228,candidate,B,new
HLC(汇隆晶片),HLC(汇隆晶片),MFR-01198,candidate,B,new
HGC(深圳汉芯),HGC(深圳汉芯),MFR-01174,candidate,B,new
Haier(海尔),Haier(海尔),MFR-01290,candidate,B,new
HS(汉昇),HS(汉昇),MFR-01236,candidate,B,new
HI-LINK(海凌科),HI-LINK(海凌科),MFR-01178,candidate,B,new
Hammond,Hammond,MFR-01293,candidate,B,new
HBAN(红波按钮),HBAN(红波按钮),MFR-01144,candidate,B,new
HeZheng(和正),HeZheng(和正),MFR-01305,candidate,B,new
Hatch Lighting,Hatch Lighting,MFR-01303,candidate,B,new
Hochoice(花潮高科),Hochoice(花潮高科),MFR-01322,candidate,B,new
HYP(鸿源精密),HYP(鸿源精密),MFR-01285,candidate,B,new
HOOYA(皓宇电子),HOOYA(皓宇电子),MFR-01218,candidate,B,new
HENIPER(恒浦),HENIPER(恒浦),MFR-01168,candidate,B,new
