supplier,supplier_sku,mpn,manufacturer,title,category,description,attributes,datasheet_url,stock,price
Hanxin,HAN-100-00089,SEN10000089,NXP Semiconductors,NXP Semiconductors SEN10000089 Sensors,Sensors,SEN10000089 Sensors from NXP Semiconductors. Sourced via professional procurement support; specs below.,interface: I2C; sensitivity: 260 LSB/g; accuracy: ±0.5; Response Time: 5ms,https://example.com/datasheet/SEN10000089.pdf,3859,8.2071
Mouser,MOU-100-00090,CON10000090,Molex,Molex CON10000090 Connectors,Connectors,CON10000090 Connectors from Molex. Sourced via professional procurement support; specs below.,current_rating_a: 3; voltage_rating_v: 50; positions: 40; mounting: SMD,https://example.com/datasheet/CON10000090.pdf,1583,1.7372
Mouser,MOU-100-00091,MOD10000091,SIMCom,SIMCom MOD10000091 Modules,Modules,MOD10000091 Modules from SIMCom. Sourced via professional procurement support; specs below.,interface: UART; sensitivity_dbm: -95; Protocol Stack: 3.0,https://example.com/datasheet/MOD10000091.pdf,2605,8.5456
Digikey,DIG-100-00092,OPA10000092,Maxim Integrated,Maxim Integrated OPA10000092 Analog IC,Analog IC,OPA10000092 Analog IC from Maxim Integrated. Sourced via professional procurement support; specs below.,package: SOIC-8; supply_current_ua: 200; bandwidth_hz: 1000000; gain_db: 100,https://example.com/datasheet/OPA10000092.pdf,483,17.4296
Digikey,DIG-100-00093,PMIC10000093,SGMICRO,SGMICRO PMIC10000093 Power Management IC,Power Management IC,PMIC10000093 Power Management IC from SGMICRO. Sourced via professional procurement support; specs below.,efficiency_percent: 92; package: SOT-23; voltage_out_v: 5,https://example.com/datasheet/PMIC10000093.pdf,4396,22.9421
Mouser,MOU-100-00094,DIO10000094,Diodes Incorporated,Diodes Incorporated DIO10000094 Diode,Diode,DIO10000094 Diode from Diodes Incorporated. Sourced via professional procurement support; specs below.,vf_v: 0.7; vrrm_v: 100,https://example.com/datasheet/DIO10000094.pdf,2016,4.0155
HQEW,HQE-100-00095,LED10000095,LedWorks,LedWorks LED10000095 LED Components,LED Components,LED10000095 LED Components from LedWorks. Sourced via professional procurement support; specs below.,forward_voltage_v: 2.1; forward_current_ma: 20; package: 0805; wavelength_nm: 650,https://example.com/datasheet/LED10000095.pdf,1417,16.5943
HQEW,HQE-100-00096,MEM10000096,Micron Technology,Micron Technology MEM10000096 Memory IC,Memory IC,MEM10000096 Memory IC from Micron Technology. Sourced via professional procurement support; specs below.,interface: SPI; organization: x8; speed_hz: 104000000,https://example.com/datasheet/MEM10000096.pdf,366,9.0778
Hanxin,HAN-100-00097,XTAL10000097,AbraconX,AbraconX XTAL10000097 Crystal Oscillator,Crystal Oscillator,XTAL10000097 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,package: SMD; frequency_hz: 8000000; load_capacitance_pf: 18,https://example.com/datasheet/XTAL10000097.pdf,950,5.7599
HQEW,HQE-100-00098,MCU10000098,PioneerIC,PioneerIC MCU10000098 Microcontroller,Microcontroller,MCU10000098 Microcontroller from PioneerIC. Sourced via professional procurement support; specs below.,Operating Voltage: 3.3V; frequency_hz: 72000000,https://example.com/datasheet/MCU10000098.pdf,3714,21.5004
Digikey,DIG-100-00099,MOS10000099,Yangjie,Yangjie MOS10000099 MOSFET,MOSFET,MOS10000099 MOSFET from Yangjie. Sourced via professional procurement support; specs below.,vds_v: 55; vgs_th_v: 2.5,https://example.com/datasheet/MOS10000099.pdf,1553,20.5450
