supplier,supplier_sku,mpn,manufacturer,title,category,description,attributes,datasheet_url,stock,price
Mouser,MOU-500-00089,SEN50000089,NXP Semiconductors,NXP Semiconductors SEN50000089 Sensors,Sensors,SEN50000089 Sensors from NXP Semiconductors. Sourced via professional procurement support; specs below.,"[1, 2, 3]",https://example.com/datasheet/SEN50000089.pdf,1081,17.6488
Hanxin,HAN-500-00090,CON50000090,TE Connectivity,TE Connectivity CON50000090 Connectors,Connectors,CON50000090 Connectors from TE Connectivity. Sourced via professional procurement support; specs below.,current_rating_a: 3; mounting: SMD; positions: 40; pitch_mm: 2.54,https://example.com/datasheet/CON50000090.pdf,3956,5.9937
Hanxin,HAN-500-00091,MOD50000091,Quectel,Quectel MOD50000091 Modules,Modules,MOD50000091 Modules from Quectel. Sourced via professional procurement support; specs below.,output_power_dbm: 20; data_rate_bps: 2000000,https://example.com/datasheet/MOD50000091.pdf,1554,15.1803
HQEW,HQE-500-00092,OPA50000092,Analog Devices,Analog Devices OPA50000092 Analog IC,Analog IC,OPA50000092 Analog IC from Analog Devices. Sourced via professional procurement support; specs below.,supply_current_ua: 200; gain_db: 100,https://example.com/datasheet/OPA50000092.pdf,4763,4.6690
Mouser,MOU-500-00093,PMIC50000093,Infineon Technologies,Infineon Technologies PMIC50000093 Power Management IC,Power Management IC,PMIC50000093 Power Management IC from Infineon Technologies. Sourced via professional procurement support; specs below.,voltage_in_max_v: 28; output_current_a: 3,https://example.com/datasheet/PMIC50000093.pdf,3931,23.4620
Hanxin,HAN-500-00094,DIO50000094,Littelfuse,Littelfuse DIO50000094 Diode,Diode,DIO50000094 Diode from Littelfuse. Sourced via professional procurement support; specs below.,vf_v: 0.7; if_a: 1,https://example.com/datasheet/DIO50000094.pdf,3757,17.3622
HQEW,HQE-500-00095,LED50000095,Lite-On Technology,Lite-On Technology LED50000095 LED Components,LED Components,LED50000095 LED Components from Lite-On Technology. Sourced via professional procurement support; specs below.,package: 0805; forward_current_ma: 20; forward_voltage_v: 2.1; wavelength_nm: 650,https://example.com/datasheet/LED50000095.pdf,273,8.5281
Hanxin,HAN-500-00096,MEM50000096,SK Hynix,SK Hynix MEM50000096 Memory IC,Memory IC,MEM50000096 Memory IC from SK Hynix. Sourced via professional procurement support; specs below.,speed_hz: 104000000; organization: x8; interface: SPI,https://example.com/datasheet/MEM50000096.pdf,252,10.2724
Digikey,DIG-500-00097,XTAL50000097,Murata Manufacturing,Murata Manufacturing XTAL50000097 Crystal Oscillator,Crystal Oscillator,XTAL50000097 Crystal Oscillator from Murata Manufacturing. Sourced via professional procurement support; specs below.,package: SMD; load_capacitance_pf: 18; Frequency Tolerance: ±20ppm,https://example.com/datasheet/XTAL50000097.pdf,3570,1.2207
HQEW,HQE-500-00098,MCU50000098,Microchip Technology,Microchip Technology MCU50000098 Microcontroller,Microcontroller,MCU50000098 Microcontroller from Microchip Technology. Sourced via professional procurement support; specs below.,Operating Voltage: 3.3V; package: LQFP-48,https://example.com/datasheet/MCU50000098.pdf,3257,4.5253
LCSC,LCS-500-00099,MOS50000099,ON Semiconductor,ON Semiconductor MOS50000099 MOSFET,MOSFET,MOS50000099 MOSFET from ON Semiconductor. Sourced via professional procurement support; specs below.,id_a: 30; vgs_th_v: 2.5; package: SOT-23; qg_nc: 45,https://example.com/datasheet/MOS50000099.pdf,1509,12.9519
Digikey,DIG-500-00100,RES50000100,KEMET Electronics,KEMET Electronics RES50000100 Resistor,Resistor,RES50000100 Resistor from KEMET Electronics. Sourced via professional procurement support; specs below.,tolerance: ±1%,https://example.com/datasheet/RES50000100.pdf,4204,1.5779
Mouser,MOU-500-00101,CAP50000101,Murata Manufacturing,Murata Manufacturing CAP50000101 Capacitor,Capacitor,CAP50000101 Capacitor from Murata Manufacturing. Sourced via professional procurement support; specs below.,voltage_rating_v: 50; capacitance_pf: 100000; tolerance: ±10%,https://example.com/datasheet/CAP50000101.pdf,2674,15.5240
Mouser,MOU-500-00102,IND50000102,InduMax,InduMax IND50000102 Inductor,Inductor,IND50000102 Inductor from InduMax. Sourced via professional procurement support; specs below.,current_rating_a: 1.5; package: 0805,https://example.com/datasheet/IND50000102.pdf,2762,22.5821
Digikey,DIG-500-00103,SEN50000103,TE Connectivity,TE Connectivity SEN50000103 Sensors,Sensors,SEN50000103 Sensors from TE Connectivity. Sourced via professional procurement support; specs below.,interface: I2C; resolution_bits: 12; accuracy: ±0.5,https://example.com/datasheet/SEN50000103.pdf,3100,3.0010
HQEW,HQE-500-00104,CON50000104,Hirose Electric,Hirose Electric CON50000104 Connectors,Connectors,CON50000104 Connectors from Hirose Electric. Sourced via professional procurement support; specs below.,voltage_rating_v: 50; positions: 40,https://example.com/datasheet/CON50000104.pdf,4930,18.8691
Hanxin,HAN-500-00105,MOD50000105,Espressif Systems,Espressif Systems MOD50000105 Modules,Modules,MOD50000105 Modules from Espressif Systems. Sourced via professional procurement support; specs below.,sensitivity_dbm: -95; data_rate_bps: 2000000; output_power_dbm: 20; modulation: GFSK; interface: UART; Antenna Type: PCB,https://example.com/datasheet/MOD50000105.pdf,3258,7.4494
Digikey,DIG-500-00106,OPA50000106,Texas Instruments,Texas Instruments OPA50000106 Analog IC,Analog IC,OPA50000106 Analog IC from Texas Instruments. Sourced via professional procurement support; specs below.,supply_current_ua: 200; bandwidth_hz: 1000000; gain_db: 100,https://example.com/datasheet/OPA50000106.pdf,3807,3.8126
Mouser,MOU-500-00107,PMIC50000107,,Unknown PMIC50000107 Power Management IC,Power Management IC,PMIC50000107 Power Management IC from unspecified. Sourced via professional procurement support; specs below.,voltage_in_max_v: 28; voltage_in_min_v: 4.5; Line Regulation: 0.5%,https://example.com/datasheet/PMIC50000107.pdf,968,22.1491
HQEW,HQE-500-00108,DIO50000108,DiodeX,DiodeX DIO50000108 Diode,Diode,DIO50000108 Diode from DiodeX. Sourced via professional procurement support; specs below.,if_a: 1; vf_v: 0.7; vrrm_v: 100,https://example.com/datasheet/DIO50000108.pdf,4555,5.7025
Mouser,MOU-500-00109,LED50000109,Lite-On Technology,Lite-On Technology LED50000109 LED Components,LED Components,LED50000109 LED Components from Lite-On Technology. Sourced via professional procurement support; specs below.,forward_voltage_v: 2.1; forward_current_ma: 20,https://example.com/datasheet/LED50000109.pdf,3016,17.1572
Digikey,DIG-500-00110,MEM50000110,ISSI,ISSI MEM50000110 Memory IC,Memory IC,MEM50000110 Memory IC from ISSI. Sourced via professional procurement support; specs below.,interface: SPI; memory_bytes: 16777216; organization: x8,https://example.com/datasheet/MEM50000110.pdf,4250,9.8842
HQEW,HQE-500-00111,XTAL50000111,Murata Manufacturing,Murata Manufacturing XTAL50000111 Crystal Oscillator,Crystal Oscillator,XTAL50000111 Crystal Oscillator from Murata Manufacturing. Sourced via professional procurement support; specs below.,"[1, 2, 3]",https://example.com/datasheet/XTAL50000111.pdf,4221,7.3448
HQEW,HQE-500-00112,MCU50000112,GigaDevice Semiconductor,GigaDevice Semiconductor MCU50000112 Microcontroller,Microcontroller,MCU50000112 Microcontroller from GigaDevice Semiconductor. Sourced via professional procurement support; specs below.,ram_bytes: 20480; RAM Size: 20KB; io_count: 48,https://example.com/datasheet/MCU50000112.pdf,3011,19.8288
LCSC,LCS-500-00113,MOS50000113,Infineon Technologies,Infineon Technologies MOS50000113 MOSFET,MOSFET,MOS50000113 MOSFET from Infineon Technologies. Sourced via professional procurement support; specs below.,Drain Source Voltage: 55V; id_a: 30; qg_nc: 45,https://example.com/datasheet/MOS50000113.pdf,4761,22.0930
Digikey,DIG-500-00114,RES50000114,Fenghua,Fenghua RES50000114 Resistor,Resistor,RES50000114 Resistor from Fenghua. Sourced via professional procurement support; specs below.,package: 0805; tolerance: ±1%; resistance_ohm: 10000,https://example.com/datasheet/RES50000114.pdf,2737,2.8079
LCSC,LCS-500-00115,CAP50000115,TDK Corporation,TDK Corporation CAP50000115 Capacitor,Capacitor,CAP50000115 Capacitor from TDK Corporation. Sourced via professional procurement support; specs below.,tolerance: ±10%; Capacitor Value: 100nF; capacitance_pf: 100000,https://example.com/datasheet/CAP50000115.pdf,4783,10.9632
Digikey,DIG-500-00116,IND50000116,Bourns,Bourns IND50000116 Inductor,Inductor,IND50000116 Inductor from Bourns. Sourced via professional procurement support; specs below.,tolerance: ±20%; inductance_uh: 4.7,https://example.com/datasheet/IND50000116.pdf,1655,12.8973
HQEW,HQE-500-00117,SEN50000117,TE Connectivity,TE Connectivity SEN50000117 Sensors,Sensors,SEN50000117 Sensors from TE Connectivity. Sourced via professional procurement support; specs below.,interface: I2C; range: 0-40; resolution_bits: 12,https://example.com/datasheet/SEN50000117.pdf,888,20.2777
HQEW,HQE-500-00118,CON50000118,TE Connectivity,TE Connectivity CON50000118 Connectors,Connectors,CON50000118 Connectors from TE Connectivity. Sourced via professional procurement support; specs below.,pitch_mm: 2.54; current_rating_a: 3; positions: 40,https://example.com/datasheet/CON50000118.pdf,1303,12.6518
HQEW,HQE-500-00119,MOD50000119,u-blox,u-blox MOD50000119 Modules,Modules,MOD50000119 Modules from u-blox. Sourced via professional procurement support; specs below.,interface: UART; output_power_dbm: 20; sensitivity_dbm: -95; modulation: GFSK,https://example.com/datasheet/MOD50000119.pdf,1479,10.1536
Hanxin,HAN-500-00120,OPA50000120,OpAmpInc,OpAmpInc OPA50000120 Analog IC,Analog IC,OPA50000120 Analog IC from OpAmpInc. Sourced via professional procurement support; specs below.,bandwidth_hz: 1000000; gain_db: 100; package: SOIC-8; supply_current_ua: 200,https://example.com/datasheet/OPA50000120.pdf,3240,12.7146
Mouser,MOU-500-00121,PMIC50000121,PowerLite,PowerLite PMIC50000121 Power Management IC,Power Management IC,PMIC50000121 Power Management IC from PowerLite. Sourced via professional procurement support; specs below.,efficiency_percent: 92; voltage_in_max_v: 28; voltage_in_min_v: 4.5,https://example.com/datasheet/PMIC50000121.pdf,2850,3.3376
HQEW,HQE-500-00122,DIO50000122,Vishay Intertechnology,Vishay Intertechnology DIO50000122 Diode,Diode,DIO50000122 Diode from Vishay Intertechnology. Sourced via professional procurement support; specs below.,vrrm_v: 100; if_a: 1; Reverse Recovery: 50ns,https://example.com/datasheet/DIO50000122.pdf,2685,7.0854
LCSC,LCS-500-00123,LED50000123,LedWorks,LedWorks LED50000123 LED Components,LED Components,LED50000123 LED Components from LedWorks. Sourced via professional procurement support; specs below.,forward_voltage_v: 2.1; forward_current_ma: 20; package: 0805; wavelength_nm: 650,https://example.com/datasheet/LED50000123.pdf,1618,15.3753
Digikey,DIG-500-00124,MEM50000124,ISSI,ISSI MEM50000124 Memory IC,Memory IC,MEM50000124 Memory IC from ISSI. Sourced via professional procurement support; specs below.,organization: x8; speed_hz: 104000000; Access Time: 70ns,https://example.com/datasheet/MEM50000124.pdf,570,10.6315
HQEW,HQE-500-00125,XTAL50000125,TDK Corporation,TDK Corporation XTAL50000125 Crystal Oscillator,Crystal Oscillator,XTAL50000125 Crystal Oscillator from TDK Corporation. Sourced via professional procurement support; specs below.,load_capacitance_pf: 18; frequency_hz: 8000000,https://example.com/datasheet/XTAL50000125.pdf,4690,7.1227
LCSC,LCS-500-00126,MCU50000126,GigaDevice Semiconductor,GigaDevice Semiconductor MCU50000126 Microcontroller,Microcontroller,MCU50000126 Microcontroller from GigaDevice Semiconductor. Sourced via professional procurement support; specs below.,io_count: 48; frequency_hz: 72000000; voltage_v: 3.3,https://example.com/datasheet/MCU50000126.pdf,2005,24.4355
Hanxin,HAN-500-00127,MOS50000127,Alpha & Omega Semiconductor,Alpha & Omega Semiconductor MOS50000127 MOSFET,MOSFET,MOS50000127 MOSFET from Alpha & Omega Semiconductor. Sourced via professional procurement support; specs below.,qg_nc: 45; rds_on_mohm: 8,https://example.com/datasheet/MOS50000127.pdf,390,2.3244
Digikey,DIG-500-00128,RES50000128,Yageo,Yageo RES50000128 Resistor,Resistor,RES50000128 Resistor from Yageo. Sourced via professional procurement support; specs below.,tolerance: ±1%; temperature_coeff: X7R,https://example.com/datasheet/RES50000128.pdf,1230,20.2450
Mouser,MOU-500-00129,CAP50000129,Holy Stone,Holy Stone CAP50000129 Capacitor,Capacitor,CAP50000129 Capacitor from Holy Stone. Sourced via professional procurement support; specs below.,Capacitor Value: 100nF; tolerance: ±10%; voltage_rating_v: 50,https://example.com/datasheet/CAP50000129.pdf,3447,8.9848
HQEW,HQE-500-00130,IND50000130,Bourns,Bourns IND50000130 Inductor,Inductor,IND50000130 Inductor from Bourns. Sourced via professional procurement support; specs below.,inductance_uh: 4.7; tolerance: ±20%; current_rating_a: 1.5,https://example.com/datasheet/IND50000130.pdf,4269,21.2646
Mouser,MOU-500-00131,SEN50000131,STMicroelectronics,STMicroelectronics SEN50000131 Sensors,Sensors,SEN50000131 Sensors from STMicroelectronics. Sourced via professional procurement support; specs below.,sensitivity: 260 LSB/g; range: 0-40; resolution_bits: 12; interface: I2C; accuracy: ±0.5,https://example.com/datasheet/SEN50000131.pdf,4104,22.9172
Hanxin,HAN-500-00132,CON50000132,Molex,Molex CON50000132 Connectors,Connectors,CON50000132 Connectors from Molex. Sourced via professional procurement support; specs below.,positions: 40; voltage_rating_v: 50; mounting: SMD; pitch_mm: 2.54,https://example.com/datasheet/CON50000132.pdf,4316,19.1410
Digikey,DIG-500-00133,MOD50000133,u-blox,u-blox MOD50000133 Modules,Modules,MOD50000133 Modules from u-blox. Sourced via professional procurement support; specs below.,sensitivity_dbm: -95; output_power_dbm: 20; modulation: GFSK; data_rate_bps: 2000000; Data Rate: 2Mbps,https://example.com/datasheet/MOD50000133.pdf,709,19.0066
Digikey,DIG-500-00134,OPA50000134,Texas Instruments,Texas Instruments OPA50000134 Analog IC,Analog IC,OPA50000134 Analog IC from Texas Instruments. Sourced via professional procurement support; specs below.,bandwidth_hz: 1000000; gain_db: 100,https://example.com/datasheet/OPA50000134.pdf,4631,13.9578
LCSC,LCS-500-00135,PMIC50000135,SGMICRO,SGMICRO PMIC50000135 Power Management IC,Power Management IC,PMIC50000135 Power Management IC from SGMICRO. Sourced via professional procurement support; specs below.,output_current_a: 3; efficiency_percent: 92; voltage_out_v: 5; voltage_in_max_v: 28,https://example.com/datasheet/PMIC50000135.pdf,835,8.6364
HQEW,HQE-500-00136,DIO50000136,Vishay Intertechnology,Vishay Intertechnology DIO50000136 Diode,Diode,DIO50000136 Diode from Vishay Intertechnology. Sourced via professional procurement support; specs below.,vf_v: 0.7; vrrm_v: 100; if_a: 1,https://example.com/datasheet/DIO50000136.pdf,629,5.0534
Digikey,DIG-500-00137,LED50000137,Everlight Electronics,Everlight Electronics LED50000137 LED Components,LED Components,LED50000137 LED Components from Everlight Electronics. Sourced via professional procurement support; specs below.,forward_current_ma: 20; forward_voltage_v: 2.1; package: 0805,https://example.com/datasheet/LED50000137.pdf,2961,13.2124
HQEW,HQE-500-00138,MEM50000138,Macronix International,Macronix International MEM50000138 Memory IC,Memory IC,MEM50000138 Memory IC from Macronix International. Sourced via professional procurement support; specs below.,interface: SPI; organization: x8; speed_hz: 104000000; Access Time: 70ns,https://example.com/datasheet/MEM50000138.pdf,4617,14.1548
Digikey,DIG-500-00139,XTAL50000139,TDK Corporation,TDK Corporation XTAL50000139 Crystal Oscillator,Crystal Oscillator,XTAL50000139 Crystal Oscillator from TDK Corporation. Sourced via professional procurement support; specs below.,package: SMD; frequency_hz: 8000000,https://example.com/datasheet/XTAL50000139.pdf,1751,3.9802
LCSC,LCS-500-00140,MCU50000140,Nuvoton Technology,Nuvoton Technology MCU50000140 Microcontroller,Microcontroller,MCU50000140 Microcontroller from Nuvoton Technology. Sourced via professional procurement support; specs below.,package: LQFP-48; ram_bytes: 20480; Core: ARM Cortex-M4; Operating Voltage: 3.3V; flash_bytes: 131072,https://example.com/datasheet/MCU50000140.pdf,2176,5.9950
Hanxin,HAN-500-00141,MOS50000141,Vishay Intertechnology,Vishay Intertechnology MOS50000141 MOSFET,MOSFET,MOS50000141 MOSFET from Vishay Intertechnology. Sourced via professional procurement support; specs below.,id_a: 30; Continuous Drain Current: 30A,https://example.com/datasheet/MOS50000141.pdf,85,17.6259
Digikey,DIG-500-00142,RES50000142,,Unknown RES50000142 Resistor,Resistor,RES50000142 Resistor from unspecified. Sourced via professional procurement support; specs below.,power_rating_w: 0.25,https://example.com/datasheet/RES50000142.pdf,4856,19.5634
Mouser,MOU-500-00143,CAP50000143,Murata Manufacturing,Murata Manufacturing CAP50000143 Capacitor,Capacitor,CAP50000143 Capacitor from Murata Manufacturing. Sourced via professional procurement support; specs below.,tolerance: ±10%; voltage_rating_v: 50; temperature_coeff: X7R,https://example.com/datasheet/CAP50000143.pdf,887,18.1157
HQEW,HQE-500-00144,IND50000144,,Unknown IND50000144 Inductor,Inductor,IND50000144 Inductor from unspecified. Sourced via professional procurement support; specs below.,package: 0805; tolerance: ±20%; inductance_uh: 4.7,https://example.com/datasheet/IND50000144.pdf,1674,22.5386
Hanxin,HAN-500-00145,SEN50000145,BoschDummy,BoschDummy SEN50000145 Sensors,Sensors,SEN50000145 Sensors from BoschDummy. Sourced via professional procurement support; specs below.,range: 0-40; accuracy: ±0.5; sensitivity: 260 LSB/g; resolution_bits: 12; interface: I2C,https://example.com/datasheet/SEN50000145.pdf,4191,10.7013
Hanxin,HAN-500-00146,CON50000146,Molex,Molex CON50000146 Connectors,Connectors,CON50000146 Connectors from Molex. Sourced via professional procurement support; specs below.,mounting: SMD; current_rating_a: 3; pitch_mm: 2.54,https://example.com/datasheet/CON50000146.pdf,4068,11.6346
LCSC,LCS-500-00147,MOD50000147,Quectel,Quectel MOD50000147 Modules,Modules,MOD50000147 Modules from Quectel. Sourced via professional procurement support; specs below.,sensitivity_dbm: -95; data_rate_bps: 2000000,https://example.com/datasheet/MOD50000147.pdf,1934,13.0111
LCSC,LCS-500-00148,OPA50000148,OpAmpInc,OpAmpInc OPA50000148 Analog IC,Analog IC,OPA50000148 Analog IC from OpAmpInc. Sourced via professional procurement support; specs below.,supply_current_ua: 200; gain_db: 100; package: SOIC-8; bandwidth_hz: 1000000,https://example.com/datasheet/OPA50000148.pdf,4120,18.5112
LCSC,LCS-500-00149,PMIC50000149,SGMICRO,SGMICRO PMIC50000149 Power Management IC,Power Management IC,PMIC50000149 Power Management IC from SGMICRO. Sourced via professional procurement support; specs below.,package: SOT-23; efficiency_percent: 92; voltage_in_max_v: 28; Power Good: yes,https://example.com/datasheet/PMIC50000149.pdf,2411,5.1186
Mouser,MOU-500-00150,DIO50000150,Littelfuse,Littelfuse DIO50000150 Diode,Diode,DIO50000150 Diode from Littelfuse. Sourced via professional procurement support; specs below.,vrrm_v: 100; if_a: 1; vf_v: 0.7,https://example.com/datasheet/DIO50000150.pdf,4984,2.1573
Hanxin,HAN-500-00151,LED50000151,Everlight Electronics,Everlight Electronics LED50000151 LED Components,LED Components,LED50000151 LED Components from Everlight Electronics. Sourced via professional procurement support; specs below.,wavelength_nm: 650; forward_current_ma: 20; package: 0805; forward_voltage_v: 2.1,https://example.com/datasheet/LED50000151.pdf,442,2.0785
HQEW,HQE-500-00152,MEM50000152,ISSI,ISSI MEM50000152 Memory IC,Memory IC,MEM50000152 Memory IC from ISSI. Sourced via professional procurement support; specs below.,organization: x8; memory_bytes: 16777216; interface: SPI; speed_hz: 104000000,https://example.com/datasheet/MEM50000152.pdf,2451,11.7238
Mouser,MOU-500-00153,XTAL50000153,AbraconX,AbraconX XTAL50000153 Crystal Oscillator,Crystal Oscillator,XTAL50000153 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,package: SMD; load_capacitance_pf: 18; frequency_hz: 8000000,https://example.com/datasheet/XTAL50000153.pdf,1423,2.3284
HQEW,HQE-500-00154,MCU50000154,Nuvoton Technology,Nuvoton Technology MCU50000154 Microcontroller,Microcontroller,MCU50000154 Microcontroller from Nuvoton Technology. Sourced via professional procurement support; specs below.,frequency_hz: 72000000; Core: ARM Cortex-M4; package: LQFP-48,https://example.com/datasheet/MCU50000154.pdf,450,8.1348
Mouser,MOU-500-00155,MOS50000155,Alpha & Omega Semiconductor,Alpha & Omega Semiconductor MOS50000155 MOSFET,MOSFET,MOS50000155 MOSFET from Alpha & Omega Semiconductor. Sourced via professional procurement support; specs below.,rds_on_mohm: 8; Continuous Drain Current: 30A; vds_v: 55; id_a: 30; qg_nc: 45,https://example.com/datasheet/MOS50000155.pdf,4999,23.3735
Digikey,DIG-500-00156,RES50000156,Fenghua,Fenghua RES50000156 Resistor,Resistor,RES50000156 Resistor from Fenghua. Sourced via professional procurement support; specs below.,Resistor Value: 10kΩ; temperature_coeff: X7R,https://example.com/datasheet/RES50000156.pdf,421,13.6917
LCSC,LCS-500-00157,CAP50000157,DeltaCap,DeltaCap CAP50000157 Capacitor,Capacitor,CAP50000157 Capacitor from DeltaCap. Sourced via professional procurement support; specs below.,capacitance_pf: 100000; voltage_rating_v: 50,https://example.com/datasheet/CAP50000157.pdf,651,9.2061
Digikey,DIG-500-00158,IND50000158,Wurth Elektronik,Wurth Elektronik IND50000158 Inductor,Inductor,IND50000158 Inductor from Wurth Elektronik. Sourced via professional procurement support; specs below.,inductance_uh: 4.7; tolerance: ±20%,https://example.com/datasheet/IND50000158.pdf,170,3.0398
Mouser,MOU-500-00159,SEN50000159,TE Connectivity,TE Connectivity SEN50000159 Sensors,Sensors,SEN50000159 Sensors from TE Connectivity. Sourced via professional procurement support; specs below.,sensitivity: 260 LSB/g; interface: I2C; resolution_bits: 12; accuracy: ±0.5; range: 0-40,https://example.com/datasheet/SEN50000159.pdf,1656,18.6376
LCSC,LCS-500-00160,CON50000160,Hirose Electric,Hirose Electric CON50000160 Connectors,Connectors,CON50000160 Connectors from Hirose Electric. Sourced via professional procurement support; specs below.,pitch_mm: 2.54; mounting: SMD; current_rating_a: 3; positions: 40; voltage_rating_v: 50,https://example.com/datasheet/CON50000160.pdf,1732,10.6616
HQEW,HQE-500-00161,MOD50000161,u-blox,u-blox MOD50000161 Modules,Modules,MOD50000161 Modules from u-blox. Sourced via professional procurement support; specs below.,modulation: GFSK; interface: UART; output_power_dbm: 20; Antenna Type: PCB,https://example.com/datasheet/MOD50000161.pdf,4606,4.9615
Digikey,DIG-500-00162,OPA50000162,Analog Devices,Analog Devices OPA50000162 Analog IC,Analog IC,OPA50000162 Analog IC from Analog Devices. Sourced via professional procurement support; specs below.,bandwidth_hz: 1000000; supply_current_ua: 200; gain_db: 100,https://example.com/datasheet/OPA50000162.pdf,3555,16.2981
Hanxin,HAN-500-00163,PMIC50000163,Monolithic Power Systems,Monolithic Power Systems PMIC50000163 Power Management IC,Power Management IC,PMIC50000163 Power Management IC from Monolithic Power Systems. Sourced via professional procurement support; specs below.,efficiency_percent: 92; voltage_in_min_v: 4.5,https://example.com/datasheet/PMIC50000163.pdf,2968,16.4356
LCSC,LCS-500-00164,DIO50000164,Littelfuse,Littelfuse DIO50000164 Diode,Diode,DIO50000164 Diode from Littelfuse. Sourced via professional procurement support; specs below.,vf_v: 0.7; if_a: 1; vrrm_v: 100,https://example.com/datasheet/DIO50000164.pdf,1748,0.9916
Mouser,MOU-500-00165,LED50000165,LedWorks,LedWorks LED50000165 LED Components,LED Components,LED50000165 LED Components from LedWorks. Sourced via professional procurement support; specs below.,wavelength_nm: 650; forward_voltage_v: 2.1; forward_current_ma: 20,https://example.com/datasheet/LED50000165.pdf,3215,7.7263
HQEW,HQE-500-00166,MEM50000166,SK Hynix,SK Hynix MEM50000166 Memory IC,Memory IC,MEM50000166 Memory IC from SK Hynix. Sourced via professional procurement support; specs below.,organization: x8; memory_bytes: 16777216,https://example.com/datasheet/MEM50000166.pdf,2270,15.8320
Mouser,MOU-500-00167,XTAL50000167,AbraconX,AbraconX XTAL50000167 Crystal Oscillator,Crystal Oscillator,XTAL50000167 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,load_capacitance_pf: 18; package: SMD,https://example.com/datasheet/XTAL50000167.pdf,2019,9.6407
HQEW,HQE-500-00168,MCU50000168,Holtek Semiconductor,Holtek Semiconductor MCU50000168 Microcontroller,Microcontroller,MCU50000168 Microcontroller from Holtek Semiconductor. Sourced via professional procurement support; specs below.,flash_bytes: 131072; voltage_v: 3.3; Core: ARM Cortex-M4,https://example.com/datasheet/MCU50000168.pdf,605,17.2034
Digikey,DIG-500-00169,MOS50000169,Infineon Technologies,Infineon Technologies MOS50000169 MOSFET,MOSFET,MOS50000169 MOSFET from Infineon Technologies. Sourced via professional procurement support; specs below.,Drain Source Voltage: 55V; qg_nc: 45,https://example.com/datasheet/MOS50000169.pdf,2450,24.3443
LCSC,LCS-500-00170,RES50000170,KEMET Electronics,KEMET Electronics RES50000170 Resistor,Resistor,RES50000170 Resistor from KEMET Electronics. Sourced via professional procurement support; specs below.,Resistor Value: 10kΩ; tolerance: ±1%; package: 0805; power_rating_w: 0.25; MTBF Hours: 100000,https://example.com/datasheet/RES50000170.pdf,1519,4.7379
Hanxin,HAN-500-00171,CAP50000171,KEMET Electronics,KEMET Electronics CAP50000171 Capacitor,Capacitor,CAP50000171 Capacitor from KEMET Electronics. Sourced via professional procurement support; specs below.,tolerance: ±10%; Capacitor Value: 100nF; package: 0603,https://example.com/datasheet/CAP50000171.pdf,368,6.1402
HQEW,HQE-500-00172,IND50000172,Bourns,Bourns IND50000172 Inductor,Inductor,IND50000172 Inductor from Bourns. Sourced via professional procurement support; specs below.,inductance_uh: 4.7; current_rating_a: 1.5,https://example.com/datasheet/IND50000172.pdf,3064,8.5042
HQEW,HQE-500-00173,SEN50000173,NXP Semiconductors,NXP Semiconductors SEN50000173 Sensors,Sensors,SEN50000173 Sensors from NXP Semiconductors. Sourced via professional procurement support; specs below.,range: 0-40; accuracy: ±0.5; interface: I2C; sensitivity: 260 LSB/g; resolution_bits: 12,https://example.com/datasheet/SEN50000173.pdf,2621,0.7514
Digikey,DIG-500-00174,CON50000174,LinkFab,LinkFab CON50000174 Connectors,Connectors,CON50000174 Connectors from LinkFab. Sourced via professional procurement support; specs below.,pitch_mm: 2.54; positions: 40; current_rating_a: 3,https://example.com/datasheet/CON50000174.pdf,760,13.3768
Mouser,MOU-500-00175,MOD50000175,u-blox,u-blox MOD50000175 Modules,Modules,MOD50000175 Modules from u-blox. Sourced via professional procurement support; specs below.,output_power_dbm: 20; modulation: GFSK; interface: UART,https://example.com/datasheet/MOD50000175.pdf,458,14.3122
Digikey,DIG-500-00176,OPA50000176,Maxim Integrated,Maxim Integrated OPA50000176 Analog IC,Analog IC,OPA50000176 Analog IC from Maxim Integrated. Sourced via professional procurement support; specs below.,bandwidth_hz: 1000000; gain_db: 100; supply_current_ua: 200; package: SOIC-8,https://example.com/datasheet/OPA50000176.pdf,605,2.6302
Digikey,DIG-500-00177,PMIC50000177,Monolithic Power Systems,Monolithic Power Systems PMIC50000177 Power Management IC,Power Management IC,PMIC50000177 Power Management IC from Monolithic Power Systems. Sourced via professional procurement support; specs below.,efficiency_percent: 92; package: SOT-23,https://example.com/datasheet/PMIC50000177.pdf,2083,11.8045
Digikey,DIG-500-00178,DIO50000178,Vishay Intertechnology,Vishay Intertechnology DIO50000178 Diode,Diode,DIO50000178 Diode from Vishay Intertechnology. Sourced via professional procurement support; specs below.,if_a: 1; vrrm_v: 100; vf_v: 0.7,https://example.com/datasheet/DIO50000178.pdf,4868,24.3752
Digikey,DIG-500-00179,LED50000179,Kingbright,Kingbright LED50000179 LED Components,LED Components,LED50000179 LED Components from Kingbright. Sourced via professional procurement support; specs below.,forward_current_ma: 20; forward_voltage_v: 2.1; package: 0805; Luminous Intensity: 100mcd,https://example.com/datasheet/LED50000179.pdf,3113,18.3465
