mpn,clean_mpn,manufacturer,brand,url_slug,category,subcategory,description,applications,keywords,attributes_json,availability,alternative_parts,datasheet_url,faq,image
MCU10000084,MCU10000084,STMicroelectronics,STMicroelectronics,mcu10000084,Microcontroller,Microcontroller,MCU10000084 Microcontroller from STMicroelectronics. Sourced via professional procurement support; specs below.,,,"{""io_count"": ""48"", ""core"": ""ARM Cortex-M4"", ""ram_bytes"": ""20480""}",active,,https://example.com/datasheet/MCU10000084.pdf,,
MOS10000085,MOS10000085,Vishay Intertechnology,Vishay Intertechnology,mos10000085,MOSFET,MOSFET,MOS10000085 MOSFET from Vishay Intertechnology. Sourced via professional procurement support; specs below.,,,"{""package"": ""SOT-23"", ""vds_v"": ""55"", ""vgs_th_v"": ""2.5"", ""rds_on_mohm"": ""8""}",active,,https://example.com/datasheet/MOS10000085.pdf,,
RES10000086,RES10000086,Yageo,Yageo,res10000086,Resistor,Resistor,RES10000086 Resistor from Yageo. Sourced via professional procurement support; specs below.,,,"{""resistance_ohm"": ""10000"", ""power_rating_w"": ""0.25"", ""package"": ""0805"", ""temperature_coeff"": ""X7R""}",active,,https://example.com/datasheet/RES10000086.pdf,,
CAP10000087,CAP10000087,KEMET Electronics,KEMET Electronics,cap10000087,Capacitor,Capacitor,CAP10000087 Capacitor from KEMET Electronics. Sourced via professional procurement support; specs below.,,,"{""capacitance_pf"": ""100000"", ""package"": ""0603""}",active,,https://example.com/datasheet/CAP10000087.pdf,,
IND10000088,IND10000088,Wurth Elektronik,Wurth Elektronik,ind10000088,Inductor,Inductor,IND10000088 Inductor from Wurth Elektronik. Sourced via professional procurement support; specs below.,,,"{""package"": ""0805"", ""tolerance"": ""±20%"", ""current_rating_a"": ""1.5""}",active,,https://example.com/datasheet/IND10000088.pdf,,
SEN10000089,SEN10000089,NXP Semiconductors,NXP Semiconductors,sen10000089,Sensors,Sensors,SEN10000089 Sensors from NXP Semiconductors. Sourced via professional procurement support; specs below.,,,"{""interface"": ""I2C"", ""sensitivity_dbm"": ""260 LSB/g"", ""accuracy"": ""±0.5"", ""Response Time"": ""5ms""}",active,,https://example.com/datasheet/SEN10000089.pdf,,
CON10000090,CON10000090,Molex,Molex,con10000090,Connectors,Connectors,CON10000090 Connectors from Molex. Sourced via professional procurement support; specs below.,,,"{""current_rating_a"": ""3"", ""voltage_rating_v"": ""50"", ""positions"": ""40"", ""mounting"": ""SMD""}",active,,https://example.com/datasheet/CON10000090.pdf,,
MOD10000091,MOD10000091,SIMCom,SIMCom,mod10000091,Modules,Modules,MOD10000091 Modules from SIMCom. Sourced via professional procurement support; specs below.,,,"{""interface"": ""UART"", ""sensitivity_dbm"": ""-95"", ""Protocol Stack"": ""3.0""}",active,,https://example.com/datasheet/MOD10000091.pdf,,
OPA10000092,OPA10000092,Maxim Integrated,Maxim Integrated,opa10000092,Analog IC,Analog IC,OPA10000092 Analog IC from Maxim Integrated. Sourced via professional procurement support; specs below.,,,"{""package"": ""SOIC-8"", ""supply_current_ua"": ""200"", ""bandwidth_hz"": ""1000000"", ""gain_db"": ""100""}",active,,https://example.com/datasheet/OPA10000092.pdf,,
PMIC10000093,PMIC10000093,SGMICRO,SGMICRO,pmic10000093,Power Management IC,Power Management IC,PMIC10000093 Power Management IC from SGMICRO. Sourced via professional procurement support; specs below.,,,"{""efficiency_percent"": ""92"", ""package"": ""SOT-23"", ""voltage_out_v"": ""5""}",active,,https://example.com/datasheet/PMIC10000093.pdf,,
DIO10000094,DIO10000094,Diodes Incorporated,Diodes Incorporated,dio10000094,Diode,Diode,DIO10000094 Diode from Diodes Incorporated. Sourced via professional procurement support; specs below.,,,"{""vf_v"": ""0.7"", ""vrrm_v"": ""100""}",active,,https://example.com/datasheet/DIO10000094.pdf,,
LED10000095,LED10000095,LedWorks,LedWorks,led10000095,LED Components,LED Components,LED10000095 LED Components from LedWorks. Sourced via professional procurement support; specs below.,,,"{""forward_voltage_v"": ""2.1"", ""forward_current_ma"": ""20"", ""package"": ""0805"", ""wavelength_nm"": ""650""}",active,,https://example.com/datasheet/LED10000095.pdf,,
MEM10000096,MEM10000096,Micron Technology,Micron Technology,mem10000096,Memory IC,Memory IC,MEM10000096 Memory IC from Micron Technology. Sourced via professional procurement support; specs below.,,,"{""interface"": ""SPI"", ""organization"": ""x8"", ""speed_hz"": ""104000000""}",active,,https://example.com/datasheet/MEM10000096.pdf,,
XTAL10000097,XTAL10000097,AbraconX,AbraconX,xtal10000097,Crystal Oscillator,Crystal Oscillator,XTAL10000097 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,,,"{""package"": ""SMD"", ""frequency_hz"": ""8000000"", ""load_capacitance_pf"": ""18""}",active,,https://example.com/datasheet/XTAL10000097.pdf,,
MCU10000098,MCU10000098,PioneerIC,PioneerIC,mcu10000098,Microcontroller,Microcontroller,MCU10000098 Microcontroller from PioneerIC. Sourced via professional procurement support; specs below.,,,"{""voltage_v"": ""3.3V"", ""frequency_hz"": ""72000000""}",active,,https://example.com/datasheet/MCU10000098.pdf,,
MOS10000099,MOS10000099,Yangjie,Yangjie,mos10000099,MOSFET,MOSFET,MOS10000099 MOSFET from Yangjie. Sourced via professional procurement support; specs below.,,,"{""vds_v"": ""55"", ""vgs_th_v"": ""2.5""}",active,,https://example.com/datasheet/MOS10000099.pdf,,
