mpn,clean_mpn,manufacturer,brand,url_slug,category,subcategory,description,applications,keywords,attributes_json,availability,alternative_parts,datasheet_url,faq,image
PMIC100000135,PMIC100000135,Texas Instruments,Texas Instruments,pmic100000135,Power Management IC,Power Management IC,PMIC100000135 Power Management IC from Texas Instruments. Sourced via professional procurement support; specs below.,,,"{""package"": ""SOT-23"", ""efficiency_percent"": ""92"", ""voltage_in_min_v"": ""4.5""}",active,,https://example.com/datasheet/PMIC100000135.pdf,,
DIO100000136,DIO100000136,Vishay Intertechnology,Vishay Intertechnology,dio100000136,Diode,Diode,DIO100000136 Diode from Vishay Intertechnology. Sourced via professional procurement support; specs below.,,,"{""if_a"": ""1"", ""vrrm_v"": ""100""}",active,,https://example.com/datasheet/DIO100000136.pdf,,
LED100000137,LED100000137,,,led100000137,LED Components,LED Components,LED100000137 LED Components from unspecified. Sourced via professional procurement support; specs below.,,,"{""wavelength_nm"": ""650"", ""package"": ""0805""}",active,,https://example.com/datasheet/LED100000137.pdf,,
MEM100000138,MEM100000138,Winbond Electronics,Winbond Electronics,mem100000138,Memory IC,Memory IC,MEM100000138 Memory IC from Winbond Electronics. Sourced via professional procurement support; specs below.,,,"{""speed_hz"": ""104000000"", ""organization"": ""x8"", ""interface"": ""SPI""}",active,,https://example.com/datasheet/MEM100000138.pdf,,
XTAL100000139,XTAL100000139,AbraconX,AbraconX,xtal100000139,Crystal Oscillator,Crystal Oscillator,XTAL100000139 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,,,"{""load_capacitance_pf"": ""18"", ""package"": ""SMD""}",active,,https://example.com/datasheet/XTAL100000139.pdf,,
MCU100000140,MCU100000140,AcmeSemi,AcmeSemi,mcu100000140,Microcontroller,Microcontroller,MCU100000140 Microcontroller from AcmeSemi. Sourced via professional procurement support; specs below.,,,"{""package"": ""LQFP-48"", ""core"": ""ARM Cortex-M4"", ""flash_bytes"": ""131072""}",active,,https://example.com/datasheet/MCU100000140.pdf,,
MOS100000141,MOS100000141,ON Semiconductor,ON Semiconductor,mos100000141,MOSFET,MOSFET,MOS100000141 MOSFET from ON Semiconductor. Sourced via professional procurement support; specs below.,,,"{""id_a"": ""30"", ""vds_v"": ""55"", ""package"": ""SOT-23""}",active,,https://example.com/datasheet/MOS100000141.pdf,,
RES100000142,RES100000142,Vishay Intertechnology,Vishay Intertechnology,res100000142,Resistor,Resistor,RES100000142 Resistor from Vishay Intertechnology. Sourced via professional procurement support; specs below.,,,"{""package"": ""0805"", ""temperature_coeff"": ""X7R"", ""resistance_ohm"": ""10000"", ""MTBF Hours"": ""100000""}",active,,https://example.com/datasheet/RES100000142.pdf,,
CAP100000143,CAP100000143,KEMET Electronics,KEMET Electronics,cap100000143,Capacitor,Capacitor,CAP100000143 Capacitor from KEMET Electronics. Sourced via professional procurement support; specs below.,,,"{""package"": ""0603"", ""tolerance"": ""±10%"", ""temperature_coeff"": ""X7R"", ""capacitance_pf"": ""100000""}",active,,https://example.com/datasheet/CAP100000143.pdf,,
IND100000144,IND100000144,TDK Corporation,TDK Corporation,ind100000144,Inductor,Inductor,IND100000144 Inductor from TDK Corporation. Sourced via professional procurement support; specs below.,,,"{""inductance_uh"": ""4.7"", ""current_rating_a"": ""1.5""}",active,,https://example.com/datasheet/IND100000144.pdf,,
SEN100000145,SEN100000145,NXP Semiconductors,NXP Semiconductors,sen100000145,Sensors,Sensors,SEN100000145 Sensors from NXP Semiconductors. Sourced via professional procurement support; specs below.,,,"{""resolution_bits"": ""12"", ""interface"": ""I2C"", ""sensitivity_dbm"": ""260 LSB/g"", ""accuracy"": ""±0.5"", ""range"": ""0-40""}",active,,https://example.com/datasheet/SEN100000145.pdf,,
CON100000146,CON100000146,Hirose Electric,Hirose Electric,con100000146,Connectors,Connectors,CON100000146 Connectors from Hirose Electric. Sourced via professional procurement support; specs below.,,,"{""mounting"": ""SMD"", ""positions"": ""40"", ""voltage_rating_v"": ""50""}",active,,https://example.com/datasheet/CON100000146.pdf,,
MOD100000147,MOD100000147,Espressif Systems,Espressif Systems,mod100000147,Modules,Modules,MOD100000147 Modules from Espressif Systems. Sourced via professional procurement support; specs below.,,,"{""interface"": ""UART"", ""data_rate_bps"": ""2000000""}",active,,https://example.com/datasheet/MOD100000147.pdf,,
OPA100000148,OPA100000148,Silicon Labs,Silicon Labs,opa100000148,Analog IC,Analog IC,OPA100000148 Analog IC from Silicon Labs. Sourced via professional procurement support; specs below.,,,"{""gain_db"": ""100"", ""package"": ""SOIC-8"", ""supply_current_ua"": ""200"", ""bandwidth_hz"": ""1000000""}",active,,https://example.com/datasheet/OPA100000148.pdf,,
PMIC100000149,PMIC100000149,Richtek Technology,Richtek Technology,pmic100000149,Power Management IC,Power Management IC,PMIC100000149 Power Management IC from Richtek Technology. Sourced via professional procurement support; specs below.,,,"{""voltage_in_min_v"": ""4.5"", ""output_current_a"": ""3"", ""package"": ""SOT-23""}",active,,https://example.com/datasheet/PMIC100000149.pdf,,
DIO100000150,DIO100000150,Littelfuse,Littelfuse,dio100000150,Diode,Diode,DIO100000150 Diode from Littelfuse. Sourced via professional procurement support; specs below.,,,"{""if_a"": ""1"", ""vf_v"": ""0.7""}",active,,https://example.com/datasheet/DIO100000150.pdf,,
LED100000151,LED100000151,Everlight Electronics,Everlight Electronics,led100000151,LED Components,LED Components,LED100000151 LED Components from Everlight Electronics. Sourced via professional procurement support; specs below.,,,"{""forward_voltage_v"": ""2.1"", ""package"": ""0805"", ""wavelength_nm"": ""650"", ""forward_current_ma"": ""20""}",active,,https://example.com/datasheet/LED100000151.pdf,,
MEM100000152,MEM100000152,Micron Technology,Micron Technology,mem100000152,Memory IC,Memory IC,MEM100000152 Memory IC from Micron Technology. Sourced via professional procurement support; specs below.,,,"{""memory_bytes"": ""16777216"", ""organization"": ""x8"", ""speed_hz"": ""104000000"", ""interface"": ""SPI""}",active,,https://example.com/datasheet/MEM100000152.pdf,,
XTAL100000153,XTAL100000153,AbraconX,AbraconX,xtal100000153,Crystal Oscillator,Crystal Oscillator,XTAL100000153 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,,,"{""load_capacitance_pf"": ""18"", ""frequency_hz"": ""8000000""}",active,,https://example.com/datasheet/XTAL100000153.pdf,,
MCU100000154,MCU100000154,Microchip Technology,Microchip Technology,mcu100000154,Microcontroller,Microcontroller,MCU100000154 Microcontroller from Microchip Technology. Sourced via professional procurement support; specs below.,,,"{""voltage_v"": ""3.3V""}",active,,https://example.com/datasheet/MCU100000154.pdf,,
MOS100000155,MOS100000155,Alpha & Omega Semiconductor,Alpha & Omega Semiconductor,mos100000155,MOSFET,MOSFET,MOS100000155 MOSFET from Alpha & Omega Semiconductor. Sourced via professional procurement support; specs below.,,,"{""rds_on_mohm"": ""8"", ""vds_v"": ""55""}",active,,https://example.com/datasheet/MOS100000155.pdf,,
RES100000156,RES100000156,Fenghua,Fenghua,res100000156,Resistor,Resistor,RES100000156 Resistor from Fenghua. Sourced via professional procurement support; specs below.,,,"{""tolerance"": ""±1%"", ""temperature_coeff"": ""X7R"", ""resistance_ohm"": ""10kΩ"", ""package"": ""0805""}",active,,https://example.com/datasheet/RES100000156.pdf,,
CAP100000157,CAP100000157,SigmaStore,SigmaStore,cap100000157,Capacitor,Capacitor,CAP100000157 Capacitor from SigmaStore. Sourced via professional procurement support; specs below.,,,"{""voltage_rating_v"": ""50"", ""tolerance"": ""±10%""}",active,,https://example.com/datasheet/CAP100000157.pdf,,
IND100000158,IND100000158,CoilWorks,CoilWorks,ind100000158,Inductor,Inductor,IND100000158 Inductor from CoilWorks. Sourced via professional procurement support; specs below.,,,"{""package"": ""0805"", ""inductance_uh"": ""4.7"", ""tolerance"": ""±20%"", ""current_rating_a"": ""1.5""}",active,,https://example.com/datasheet/IND100000158.pdf,,
SEN100000159,SEN100000159,TE Connectivity,TE Connectivity,sen100000159,Sensors,Sensors,SEN100000159 Sensors from TE Connectivity. Sourced via professional procurement support; specs below.,,,"{""range"": ""0-40"", ""resolution_bits"": ""12""}",active,,https://example.com/datasheet/SEN100000159.pdf,,
CON100000160,CON100000160,Amphenol,Amphenol,con100000160,Connectors,Connectors,CON100000160 Connectors from Amphenol. Sourced via professional procurement support; specs below.,,,"{""voltage_rating_v"": ""50"", ""mounting"": ""SMD"", ""current_rating_a"": ""3"", ""positions"": ""40"", ""pitch_mm"": ""2.54""}",active,,https://example.com/datasheet/CON100000160.pdf,,
MOD100000161,MOD100000161,SIMCom,SIMCom,mod100000161,Modules,Modules,MOD100000161 Modules from SIMCom. Sourced via professional procurement support; specs below.,,,"{""modulation"": ""GFSK"", ""interface"": ""UART""}",active,,https://example.com/datasheet/MOD100000161.pdf,,
OPA100000162,OPA100000162,Texas Instruments,Texas Instruments,opa100000162,Analog IC,Analog IC,OPA100000162 Analog IC from Texas Instruments. Sourced via professional procurement support; specs below.,,,"{""supply_current_ua"": ""200"", ""gain_db"": ""100""}",active,,https://example.com/datasheet/OPA100000162.pdf,,
PMIC100000163,PMIC100000163,Texas Instruments,Texas Instruments,pmic100000163,Power Management IC,Power Management IC,PMIC100000163 Power Management IC from Texas Instruments. Sourced via professional procurement support; specs below.,,,"{""package"": ""SOT-23"", ""voltage_in_min_v"": ""4.5"", ""output_current_a"": ""3"", ""voltage_in_max_v"": ""28"", ""voltage_out_v"": ""5""}",active,,https://example.com/datasheet/PMIC100000163.pdf,,
DIO100000164,DIO100000164,Diodes Incorporated,Diodes Incorporated,dio100000164,Diode,Diode,DIO100000164 Diode from Diodes Incorporated. Sourced via professional procurement support; specs below.,,,"{""vrrm_v"": ""100"", ""if_a"": ""1""}",active,,https://example.com/datasheet/DIO100000164.pdf,,
LED100000165,LED100000165,Lite-On Technology,Lite-On Technology,led100000165,LED Components,LED Components,LED100000165 LED Components from Lite-On Technology. Sourced via professional procurement support; specs below.,,,"{""forward_voltage_v"": ""2.1"", ""forward_current_ma"": ""20"", ""wavelength_nm"": ""650""}",active,,https://example.com/datasheet/LED100000165.pdf,,
MEM100000166,MEM100000166,MemCore,MemCore,mem100000166,Memory IC,Memory IC,MEM100000166 Memory IC from MemCore. Sourced via professional procurement support; specs below.,,,"{""organization"": ""x8"", ""memory_bytes"": ""16777216""}",active,,https://example.com/datasheet/MEM100000166.pdf,,
XTAL100000167,XTAL100000167,Wurth Elektronik,Wurth Elektronik,xtal100000167,Crystal Oscillator,Crystal Oscillator,XTAL100000167 Crystal Oscillator from Wurth Elektronik. Sourced via professional procurement support; specs below.,,,"{""package"": ""SMD"", ""frequency_hz"": ""8000000""}",active,,https://example.com/datasheet/XTAL100000167.pdf,,
MCU100000168,MCU100000168,GigaDevice Semiconductor,GigaDevice Semiconductor,mcu100000168,Microcontroller,Microcontroller,MCU100000168 Microcontroller from GigaDevice Semiconductor. Sourced via professional procurement support; specs below.,,,"{""core"": ""ARM Cortex-M4""}",active,,https://example.com/datasheet/MCU100000168.pdf,,
MOS100000169,MOS100000169,,,mos100000169,MOSFET,MOSFET,MOS100000169 MOSFET from unspecified. Sourced via professional procurement support; specs below.,,,"{""vds_v"": ""55"", ""rds_on_mohm"": ""8"", ""id_a"": ""30"", ""package"": ""SOT-23""}",active,,https://example.com/datasheet/MOS100000169.pdf,,
RES100000170,RES100000170,Fenghua,Fenghua,res100000170,Resistor,Resistor,RES100000170 Resistor from Fenghua. Sourced via professional procurement support; specs below.,,,"{""temperature_coeff"": ""X7R"", ""tolerance"": ""±1%"", ""resistance_ohm"": ""10kΩ"", ""power_rating_w"": ""0.25""}",active,,https://example.com/datasheet/RES100000170.pdf,,
CAP100000171,CAP100000171,KEMET Electronics,KEMET Electronics,cap100000171,Capacitor,Capacitor,CAP100000171 Capacitor from KEMET Electronics. Sourced via professional procurement support; specs below.,,,"{""voltage_rating_v"": ""50"", ""capacitance_pf"": ""100000"", ""temperature_coeff"": ""X7R"", ""package"": ""0603""}",active,,https://example.com/datasheet/CAP100000171.pdf,,
IND100000172,IND100000172,TDK Corporation,TDK Corporation,ind100000172,Inductor,Inductor,IND100000172 Inductor from TDK Corporation. Sourced via professional procurement support; specs below.,,,"{""tolerance"": ""±20%"", ""package"": ""0805"", ""current_rating_a"": ""1.5"", ""inductance_uh"": ""4.7""}",active,,https://example.com/datasheet/IND100000172.pdf,,
SEN100000173,SEN100000173,BoschDummy,BoschDummy,sen100000173,Sensors,Sensors,SEN100000173 Sensors from BoschDummy. Sourced via professional procurement support; specs below.,,,"{""interface"": ""I2C"", ""sensitivity_dbm"": ""260 LSB/g"", ""accuracy"": ""±0.5""}",active,,https://example.com/datasheet/SEN100000173.pdf,,
CON100000174,CON100000174,Amphenol,Amphenol,con100000174,Connectors,Connectors,CON100000174 Connectors from Amphenol. Sourced via professional procurement support; specs below.,,,"{""voltage_rating_v"": ""50"", ""pitch_mm"": ""2.54""}",active,,https://example.com/datasheet/CON100000174.pdf,,
MOD100000175,MOD100000175,u-blox,u-blox,mod100000175,Modules,Modules,MOD100000175 Modules from u-blox. Sourced via professional procurement support; specs below.,,,"{""sensitivity_dbm"": ""-95"", ""data_rate_bps"": ""2Mbps"", ""output_power_dbm"": ""20"", ""Antenna Type"": ""PCB""}",active,,https://example.com/datasheet/MOD100000175.pdf,,
OPA100000176,OPA100000176,Analog Devices,Analog Devices,opa100000176,Analog IC,Analog IC,OPA100000176 Analog IC from Analog Devices. Sourced via professional procurement support; specs below.,,,"{""supply_current_ua"": ""200"", ""bandwidth_hz"": ""1000000"", ""gain_db"": ""100"", ""package"": ""SOIC-8""}",active,,https://example.com/datasheet/OPA100000176.pdf,,
PMIC100000177,PMIC100000177,Texas Instruments,Texas Instruments,pmic100000177,Power Management IC,Power Management IC,PMIC100000177 Power Management IC from Texas Instruments. Sourced via professional procurement support; specs below.,,,"{""package"": ""SOT-23"", ""efficiency_percent"": ""92""}",active,,https://example.com/datasheet/PMIC100000177.pdf,,
DIO100000178,DIO100000178,Diodes Incorporated,Diodes Incorporated,dio100000178,Diode,Diode,DIO100000178 Diode from Diodes Incorporated. Sourced via professional procurement support; specs below.,,,"{""vrrm_v"": ""100"", ""if_a"": ""1"", ""vf_v"": ""0.7""}",active,,https://example.com/datasheet/DIO100000178.pdf,,
LED100000179,LED100000179,OSRAM,OSRAM,led100000179,LED Components,LED Components,LED100000179 LED Components from OSRAM. Sourced via professional procurement support; specs below.,,,"{""package"": ""0805"", ""forward_current_ma"": ""20"", ""wavelength_nm"": ""650"", ""forward_voltage_v"": ""2.1"", ""Luminous Intensity"": ""100mcd""}",active,,https://example.com/datasheet/LED100000179.pdf,,
MEM100000180,MEM100000180,ISSI,ISSI,mem100000180,Memory IC,Memory IC,MEM100000180 Memory IC from ISSI. Sourced via professional procurement support; specs below.,,,"{""interface"": ""SPI"", ""speed_hz"": ""104000000"", ""organization"": ""x8"", ""memory_bytes"": ""16777216""}",active,,https://example.com/datasheet/MEM100000180.pdf,,
XTAL100000181,XTAL100000181,AbraconX,AbraconX,xtal100000181,Crystal Oscillator,Crystal Oscillator,XTAL100000181 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,,,"{""load_capacitance_pf"": ""18"", ""package"": ""SMD""}",active,,https://example.com/datasheet/XTAL100000181.pdf,,
MCU100000182,MCU100000182,GigaDevice Semiconductor,GigaDevice Semiconductor,mcu100000182,Microcontroller,Microcontroller,MCU100000182 Microcontroller from GigaDevice Semiconductor. Sourced via professional procurement support; specs below.,,,"{""io_count"": ""48""}",active,,https://example.com/datasheet/MCU100000182.pdf,,
MOS100000183,MOS100000183,Infineon Technologies,Infineon Technologies,mos100000183,MOSFET,MOSFET,MOS100000183 MOSFET from Infineon Technologies. Sourced via professional procurement support; specs below.,,,"{""vds_v"": ""55"", ""package"": ""SOT-23"", ""rds_on_mohm"": ""8""}",active,,https://example.com/datasheet/MOS100000183.pdf,,
RES100000184,RES100000184,KEMET Electronics,KEMET Electronics,res100000184,Resistor,Resistor,RES100000184 Resistor from KEMET Electronics. Sourced via professional procurement support; specs below.,,,"{""package"": ""0805"", ""tolerance"": ""±1%""}",active,,https://example.com/datasheet/RES100000184.pdf,,
CAP100000185,CAP100000185,Holy Stone,Holy Stone,cap100000185,Capacitor,Capacitor,CAP100000185 Capacitor from Holy Stone. Sourced via professional procurement support; specs below.,,,"{""temperature_coeff"": ""X7R"", ""package"": ""0603""}",active,,https://example.com/datasheet/CAP100000185.pdf,,
IND100000186,IND100000186,CoilWorks,CoilWorks,ind100000186,Inductor,Inductor,IND100000186 Inductor from CoilWorks. Sourced via professional procurement support; specs below.,,,"{""package"": ""0805"", ""tolerance"": ""±20%"", ""inductance_uh"": ""4.7""}",active,,https://example.com/datasheet/IND100000186.pdf,,
SEN100000187,SEN100000187,BoschDummy,BoschDummy,sen100000187,Sensors,Sensors,SEN100000187 Sensors from BoschDummy. Sourced via professional procurement support; specs below.,,,"{""range"": ""0-40"", ""sensitivity_dbm"": ""260 LSB/g"", ""accuracy"": ""±0.5"", ""resolution_bits"": ""12"", ""interface"": ""I2C""}",active,,https://example.com/datasheet/SEN100000187.pdf,,
CON100000188,CON100000188,Hirose Electric,Hirose Electric,con100000188,Connectors,Connectors,CON100000188 Connectors from Hirose Electric. Sourced via professional procurement support; specs below.,,,"{""pitch_mm"": ""2.54"", ""positions"": ""40"", ""voltage_rating_v"": ""50""}",active,,https://example.com/datasheet/CON100000188.pdf,,
MOD100000189,MOD100000189,AirByte,AirByte,mod100000189,Modules,Modules,MOD100000189 Modules from AirByte. Sourced via professional procurement support; specs below.,,,"{""modulation"": ""GFSK"", ""interface"": ""UART"", ""data_rate_bps"": ""2000000"", ""output_power_dbm"": ""20""}",active,,https://example.com/datasheet/MOD100000189.pdf,,
OPA100000190,OPA100000190,Texas Instruments,Texas Instruments,opa100000190,Analog IC,Analog IC,OPA100000190 Analog IC from Texas Instruments. Sourced via professional procurement support; specs below.,,,"{""supply_current_ua"": ""200"", ""package"": ""SOIC-8"", ""bandwidth_hz"": ""1000000"", ""gain_db"": ""100""}",active,,https://example.com/datasheet/OPA100000190.pdf,,
PMIC100000191,PMIC100000191,Richtek Technology,Richtek Technology,pmic100000191,Power Management IC,Power Management IC,PMIC100000191 Power Management IC from Richtek Technology. Sourced via professional procurement support; specs below.,,,"{""voltage_out_v"": ""5"", ""output_current_a"": ""3""}",active,,https://example.com/datasheet/PMIC100000191.pdf,,
DIO100000192,DIO100000192,Littelfuse,Littelfuse,dio100000192,Diode,Diode,DIO100000192 Diode from Littelfuse. Sourced via professional procurement support; specs below.,,,"{""if_a"": ""1"", ""vf_v"": ""0.7""}",active,,https://example.com/datasheet/DIO100000192.pdf,,
LED100000193,LED100000193,Kingbright,Kingbright,led100000193,LED Components,LED Components,LED100000193 LED Components from Kingbright. Sourced via professional procurement support; specs below.,,,"{""wavelength_nm"": ""650"", ""package"": ""0805"", ""forward_voltage_v"": ""2.1"", ""Luminous Intensity"": ""100mcd""}",active,,https://example.com/datasheet/LED100000193.pdf,,
MEM100000194,MEM100000194,ISSI,ISSI,mem100000194,Memory IC,Memory IC,MEM100000194 Memory IC from ISSI. Sourced via professional procurement support; specs below.,,,"{""memory_bytes"": ""16777216"", ""speed_hz"": ""104000000""}",active,,https://example.com/datasheet/MEM100000194.pdf,,
XTAL100000195,XTAL100000195,AbraconX,AbraconX,xtal100000195,Crystal Oscillator,Crystal Oscillator,XTAL100000195 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,,,"{""package"": ""SMD"", ""load_capacitance_pf"": ""18""}",active,,https://example.com/datasheet/XTAL100000195.pdf,,
MCU100000196,MCU100000196,Nuvoton Technology,Nuvoton Technology,mcu100000196,Microcontroller,Microcontroller,MCU100000196 Microcontroller from Nuvoton Technology. Sourced via professional procurement support; specs below.,,,"{""package"": ""LQFP-48"", ""frequency_hz"": ""72MHz"", ""core"": ""ARM Cortex-M4""}",active,,https://example.com/datasheet/MCU100000196.pdf,,
MOS100000197,MOS100000197,ON Semiconductor,ON Semiconductor,mos100000197,MOSFET,MOSFET,MOS100000197 MOSFET from ON Semiconductor. Sourced via professional procurement support; specs below.,,,"{""rds_on_mohm"": ""8mΩ"", ""package"": ""SOT-23"", ""vgs_th_v"": ""2.5"", ""Leakage Current"": ""1uA""}",active,,https://example.com/datasheet/MOS100000197.pdf,,
RES100000198,RES100000198,Vishay Intertechnology,Vishay Intertechnology,res100000198,Resistor,Resistor,RES100000198 Resistor from Vishay Intertechnology. Sourced via professional procurement support; specs below.,,,"{""temperature_coeff"": ""X7R""}",active,,https://example.com/datasheet/RES100000198.pdf,,
CAP100000199,CAP100000199,Murata Manufacturing,Murata Manufacturing,cap100000199,Capacitor,Capacitor,CAP100000199 Capacitor from Murata Manufacturing. Sourced via professional procurement support; specs below.,,,"{""voltage_rating_v"": ""50"", ""tolerance"": ""±10%"", ""package"": ""0603"", ""capacitance_pf"": ""100000""}",active,,https://example.com/datasheet/CAP100000199.pdf,,
IND100000200,IND100000200,TDK Corporation,TDK Corporation,ind100000200,Inductor,Inductor,IND100000200 Inductor from TDK Corporation. Sourced via professional procurement support; specs below.,,,"{""inductance_uh"": ""4.7"", ""package"": ""0805"", ""current_rating_a"": ""1.5"", ""tolerance"": ""±20%""}",active,,https://example.com/datasheet/IND100000200.pdf,,
SEN100000201,SEN100000201,BoschDummy,BoschDummy,sen100000201,Sensors,Sensors,SEN100000201 Sensors from BoschDummy. Sourced via professional procurement support; specs below.,,,"{""resolution_bits"": ""12"", ""range"": ""0-40"", ""interface"": ""I2C"", ""Response Time"": ""5ms""}",active,,https://example.com/datasheet/SEN100000201.pdf,,
CON100000202,CON100000202,Molex,Molex,con100000202,Connectors,Connectors,CON100000202 Connectors from Molex. Sourced via professional procurement support; specs below.,,,"{""current_rating_a"": ""3"", ""voltage_rating_v"": ""50"", ""mounting"": ""SMD"", ""pitch_mm"": ""2.54""}",active,,https://example.com/datasheet/CON100000202.pdf,,
MOD100000203,MOD100000203,,,mod100000203,Modules,Modules,MOD100000203 Modules from unspecified. Sourced via professional procurement support; specs below.,,,"{""data_rate_bps"": ""2Mbps"", ""interface"": ""UART"", ""modulation"": ""GFSK"", ""sensitivity_dbm"": ""-95""}",active,,https://example.com/datasheet/MOD100000203.pdf,,
OPA100000204,OPA100000204,Analog Devices,Analog Devices,opa100000204,Analog IC,Analog IC,OPA100000204 Analog IC from Analog Devices. Sourced via professional procurement support; specs below.,,,"{""gain_db"": ""100"", ""supply_current_ua"": ""200""}",active,,https://example.com/datasheet/OPA100000204.pdf,,
PMIC100000205,PMIC100000205,Texas Instruments,Texas Instruments,pmic100000205,Power Management IC,Power Management IC,PMIC100000205 Power Management IC from Texas Instruments. Sourced via professional procurement support; specs below.,,,"{""voltage_in_min_v"": ""4.5"", ""package"": ""SOT-23"", ""voltage_out_v"": ""5"", ""output_current_a"": ""3"", ""voltage_in_max_v"": ""28""}",active,,https://example.com/datasheet/PMIC100000205.pdf,,
DIO100000206,DIO100000206,Littelfuse,Littelfuse,dio100000206,Diode,Diode,DIO100000206 Diode from Littelfuse. Sourced via professional procurement support; specs below.,,,"{""vf_v"": ""0.7"", ""vrrm_v"": ""100"", ""Reverse Recovery"": ""50ns""}",active,,https://example.com/datasheet/DIO100000206.pdf,,
LED100000207,LED100000207,OSRAM,OSRAM,led100000207,LED Components,LED Components,LED100000207 LED Components from OSRAM. Sourced via professional procurement support; specs below.,,,"{""wavelength_nm"": ""650"", ""forward_voltage_v"": ""2.1"", ""forward_current_ma"": ""20""}",active,,https://example.com/datasheet/LED100000207.pdf,,
MEM100000208,MEM100000208,Micron Technology,Micron Technology,mem100000208,Memory IC,Memory IC,MEM100000208 Memory IC from Micron Technology. Sourced via professional procurement support; specs below.,,,"{""organization"": ""x8"", ""speed_hz"": ""104000000"", ""memory_bytes"": ""16777216"", ""interface"": ""SPI""}",active,,https://example.com/datasheet/MEM100000208.pdf,,
XTAL100000209,XTAL100000209,Murata Manufacturing,Murata Manufacturing,xtal100000209,Crystal Oscillator,Crystal Oscillator,XTAL100000209 Crystal Oscillator from Murata Manufacturing. Sourced via professional procurement support; specs below.,,,"{""load_capacitance_pf"": ""18"", ""package"": ""SMD""}",active,,https://example.com/datasheet/XTAL100000209.pdf,,
MCU100000210,MCU100000210,GigaDevice Semiconductor,GigaDevice Semiconductor,mcu100000210,Microcontroller,Microcontroller,MCU100000210 Microcontroller from GigaDevice Semiconductor. Sourced via professional procurement support; specs below.,,,"{""ram_bytes"": ""20480""}",active,,https://example.com/datasheet/MCU100000210.pdf,,
MOS100000211,MOS100000211,Alpha & Omega Semiconductor,Alpha & Omega Semiconductor,mos100000211,MOSFET,MOSFET,MOS100000211 MOSFET from Alpha & Omega Semiconductor. Sourced via professional procurement support; specs below.,,,"{""package"": ""SOT-23"", ""id_a"": ""30A"", ""vgs_th_v"": ""2.5""}",active,,https://example.com/datasheet/MOS100000211.pdf,,
RES100000212,RES100000212,OhmWorks,OhmWorks,res100000212,Resistor,Resistor,RES100000212 Resistor from OhmWorks. Sourced via professional procurement support; specs below.,,,"{""power_rating_w"": ""0.25"", ""resistance_ohm"": ""10000"", ""temperature_coeff"": ""X7R"", ""tolerance"": ""±1%""}",active,,https://example.com/datasheet/RES100000212.pdf,,
CAP100000213,CAP100000213,Holy Stone,Holy Stone,cap100000213,Capacitor,Capacitor,CAP100000213 Capacitor from Holy Stone. Sourced via professional procurement support; specs below.,,,"{""package"": ""0603"", ""temperature_coeff"": ""X7R"", ""voltage_rating_v"": ""50""}",active,,https://example.com/datasheet/CAP100000213.pdf,,
IND100000214,IND100000214,Wurth Elektronik,Wurth Elektronik,ind100000214,Inductor,Inductor,IND100000214 Inductor from Wurth Elektronik. Sourced via professional procurement support; specs below.,,,"{""inductance_uh"": ""4.7"", ""package"": ""0805"", ""current_rating_a"": ""1.5""}",active,,https://example.com/datasheet/IND100000214.pdf,,
SEN100000215,SEN100000215,BoschDummy,BoschDummy,sen100000215,Sensors,Sensors,SEN100000215 Sensors from BoschDummy. Sourced via professional procurement support; specs below.,,,"{""resolution_bits"": ""12"", ""interface"": ""I2C"", ""accuracy"": ""±0.5"", ""sensitivity_dbm"": ""260 LSB/g""}",active,,https://example.com/datasheet/SEN100000215.pdf,,
CON100000216,CON100000216,TE Connectivity,TE Connectivity,con100000216,Connectors,Connectors,CON100000216 Connectors from TE Connectivity. Sourced via professional procurement support; specs below.,,,"{""positions"": ""40"", ""pitch_mm"": ""2.54"", ""mounting"": ""SMD""}",active,,https://example.com/datasheet/CON100000216.pdf,,
MOD100000217,MOD100000217,Quectel,Quectel,mod100000217,Modules,Modules,MOD100000217 Modules from Quectel. Sourced via professional procurement support; specs below.,,,"{""data_rate_bps"": ""2000000"", ""modulation"": ""GFSK"", ""output_power_dbm"": ""20""}",active,,https://example.com/datasheet/MOD100000217.pdf,,
OPA100000218,OPA100000218,Maxim Integrated,Maxim Integrated,opa100000218,Analog IC,Analog IC,OPA100000218 Analog IC from Maxim Integrated. Sourced via professional procurement support; specs below.,,,"{""supply_current_ua"": ""200"", ""package"": ""SOIC-8"", ""bandwidth_hz"": ""1000000"", ""gain_db"": ""100""}",active,,https://example.com/datasheet/OPA100000218.pdf,,
PMIC100000219,PMIC100000219,SGMICRO,SGMICRO,pmic100000219,Power Management IC,Power Management IC,PMIC100000219 Power Management IC from SGMICRO. Sourced via professional procurement support; specs below.,,,"{""efficiency_percent"": ""92"", ""voltage_in_min_v"": ""4.5""}",active,,https://example.com/datasheet/PMIC100000219.pdf,,
DIO100000220,DIO100000220,Littelfuse,Littelfuse,dio100000220,Diode,Diode,DIO100000220 Diode from Littelfuse. Sourced via professional procurement support; specs below.,,,"{""if_a"": ""1"", ""vf_v"": ""0.7""}",active,,https://example.com/datasheet/DIO100000220.pdf,,
