mpn,clean_mpn,manufacturer,brand,url_slug,category,subcategory,description,applications,keywords,attributes_json,availability,alternative_parts,datasheet_url,faq,image
MCU50000084,MCU50000084,Nuvoton Technology,Nuvoton Technology,mcu50000084,Microcontroller,Microcontroller,MCU50000084 Microcontroller from Nuvoton Technology. Sourced via professional procurement support; specs below.,,,"{""flash_bytes"": ""131072"", ""ram_bytes"": ""20KB"", ""Operating Temp"": ""-40~85""}",active,,https://example.com/datasheet/MCU50000084.pdf,,
MOS50000085,MOS50000085,HexaFab,HexaFab,mos50000085,MOSFET,MOSFET,MOS50000085 MOSFET from HexaFab. Sourced via professional procurement support; specs below.,,,"{""package"": ""SOT-23"", ""vds_v"": ""55"", ""vgs_th_v"": ""2.5"", ""rds_on_mohm"": ""8"", ""qg_nc"": ""45"", ""Leakage Current"": ""1uA""}",active,,https://example.com/datasheet/MOS50000085.pdf,,
RES50000086,RES50000086,Vishay Intertechnology,Vishay Intertechnology,res50000086,Resistor,Resistor,RES50000086 Resistor from Vishay Intertechnology. Sourced via professional procurement support; specs below.,,,"{""package"": ""0805"", ""power_rating_w"": ""0.25""}",active,,https://example.com/datasheet/RES50000086.pdf,,
CAP50000087,CAP50000087,TDK Corporation,TDK Corporation,cap50000087,Capacitor,Capacitor,CAP50000087 Capacitor from TDK Corporation. Sourced via professional procurement support; specs below.,,,"{""temperature_coeff"": ""X7R"", ""tolerance"": ""±10%"", ""package"": ""0603"", ""voltage_rating_v"": ""50""}",active,,https://example.com/datasheet/CAP50000087.pdf,,
IND50000088,IND50000088,Bourns,Bourns,ind50000088,Inductor,Inductor,IND50000088 Inductor from Bourns. Sourced via professional procurement support; specs below.,,,"{""inductance_uh"": ""4.7"", ""package"": ""0805""}",active,,https://example.com/datasheet/IND50000088.pdf,,
SEN50000089,SEN50000089,NXP Semiconductors,NXP Semiconductors,sen50000089,Sensors,Sensors,SEN50000089 Sensors from NXP Semiconductors. Sourced via professional procurement support; specs below.,,,"[1, 2, 3]",active,,https://example.com/datasheet/SEN50000089.pdf,,
CON50000090,CON50000090,TE Connectivity,TE Connectivity,con50000090,Connectors,Connectors,CON50000090 Connectors from TE Connectivity. Sourced via professional procurement support; specs below.,,,"{""current_rating_a"": ""3"", ""mounting"": ""SMD"", ""positions"": ""40"", ""pitch_mm"": ""2.54""}",active,,https://example.com/datasheet/CON50000090.pdf,,
MOD50000091,MOD50000091,Quectel,Quectel,mod50000091,Modules,Modules,MOD50000091 Modules from Quectel. Sourced via professional procurement support; specs below.,,,"{""output_power_dbm"": ""20"", ""data_rate_bps"": ""2000000""}",active,,https://example.com/datasheet/MOD50000091.pdf,,
OPA50000092,OPA50000092,Analog Devices,Analog Devices,opa50000092,Analog IC,Analog IC,OPA50000092 Analog IC from Analog Devices. Sourced via professional procurement support; specs below.,,,"{""supply_current_ua"": ""200"", ""gain_db"": ""100""}",active,,https://example.com/datasheet/OPA50000092.pdf,,
PMIC50000093,PMIC50000093,Infineon Technologies,Infineon Technologies,pmic50000093,Power Management IC,Power Management IC,PMIC50000093 Power Management IC from Infineon Technologies. Sourced via professional procurement support; specs below.,,,"{""voltage_in_max_v"": ""28"", ""output_current_a"": ""3""}",active,,https://example.com/datasheet/PMIC50000093.pdf,,
DIO50000094,DIO50000094,Littelfuse,Littelfuse,dio50000094,Diode,Diode,DIO50000094 Diode from Littelfuse. Sourced via professional procurement support; specs below.,,,"{""vf_v"": ""0.7"", ""if_a"": ""1""}",active,,https://example.com/datasheet/DIO50000094.pdf,,
LED50000095,LED50000095,Lite-On Technology,Lite-On Technology,led50000095,LED Components,LED Components,LED50000095 LED Components from Lite-On Technology. Sourced via professional procurement support; specs below.,,,"{""package"": ""0805"", ""forward_current_ma"": ""20"", ""forward_voltage_v"": ""2.1"", ""wavelength_nm"": ""650""}",active,,https://example.com/datasheet/LED50000095.pdf,,
MEM50000096,MEM50000096,SK Hynix,SK Hynix,mem50000096,Memory IC,Memory IC,MEM50000096 Memory IC from SK Hynix. Sourced via professional procurement support; specs below.,,,"{""speed_hz"": ""104000000"", ""organization"": ""x8"", ""interface"": ""SPI""}",active,,https://example.com/datasheet/MEM50000096.pdf,,
XTAL50000097,XTAL50000097,Murata Manufacturing,Murata Manufacturing,xtal50000097,Crystal Oscillator,Crystal Oscillator,XTAL50000097 Crystal Oscillator from Murata Manufacturing. Sourced via professional procurement support; specs below.,,,"{""package"": ""SMD"", ""load_capacitance_pf"": ""18"", ""Frequency Tolerance"": ""±20ppm""}",active,,https://example.com/datasheet/XTAL50000097.pdf,,
MCU50000098,MCU50000098,Microchip Technology,Microchip Technology,mcu50000098,Microcontroller,Microcontroller,MCU50000098 Microcontroller from Microchip Technology. Sourced via professional procurement support; specs below.,,,"{""voltage_v"": ""3.3V"", ""package"": ""LQFP-48""}",active,,https://example.com/datasheet/MCU50000098.pdf,,
MOS50000099,MOS50000099,ON Semiconductor,ON Semiconductor,mos50000099,MOSFET,MOSFET,MOS50000099 MOSFET from ON Semiconductor. Sourced via professional procurement support; specs below.,,,"{""id_a"": ""30"", ""vgs_th_v"": ""2.5"", ""package"": ""SOT-23"", ""qg_nc"": ""45""}",active,,https://example.com/datasheet/MOS50000099.pdf,,
RES50000100,RES50000100,KEMET Electronics,KEMET Electronics,res50000100,Resistor,Resistor,RES50000100 Resistor from KEMET Electronics. Sourced via professional procurement support; specs below.,,,"{""tolerance"": ""±1%""}",active,,https://example.com/datasheet/RES50000100.pdf,,
CAP50000101,CAP50000101,Murata Manufacturing,Murata Manufacturing,cap50000101,Capacitor,Capacitor,CAP50000101 Capacitor from Murata Manufacturing. Sourced via professional procurement support; specs below.,,,"{""voltage_rating_v"": ""50"", ""capacitance_pf"": ""100000"", ""tolerance"": ""±10%""}",active,,https://example.com/datasheet/CAP50000101.pdf,,
IND50000102,IND50000102,InduMax,InduMax,ind50000102,Inductor,Inductor,IND50000102 Inductor from InduMax. Sourced via professional procurement support; specs below.,,,"{""current_rating_a"": ""1.5"", ""package"": ""0805""}",active,,https://example.com/datasheet/IND50000102.pdf,,
SEN50000103,SEN50000103,TE Connectivity,TE Connectivity,sen50000103,Sensors,Sensors,SEN50000103 Sensors from TE Connectivity. Sourced via professional procurement support; specs below.,,,"{""interface"": ""I2C"", ""resolution_bits"": ""12"", ""accuracy"": ""±0.5""}",active,,https://example.com/datasheet/SEN50000103.pdf,,
CON50000104,CON50000104,Hirose Electric,Hirose Electric,con50000104,Connectors,Connectors,CON50000104 Connectors from Hirose Electric. Sourced via professional procurement support; specs below.,,,"{""voltage_rating_v"": ""50"", ""positions"": ""40""}",active,,https://example.com/datasheet/CON50000104.pdf,,
MOD50000105,MOD50000105,Espressif Systems,Espressif Systems,mod50000105,Modules,Modules,MOD50000105 Modules from Espressif Systems. Sourced via professional procurement support; specs below.,,,"{""sensitivity_dbm"": ""-95"", ""data_rate_bps"": ""2000000"", ""output_power_dbm"": ""20"", ""modulation"": ""GFSK"", ""interface"": ""UART"", ""Antenna Type"": ""PCB""}",active,,https://example.com/datasheet/MOD50000105.pdf,,
OPA50000106,OPA50000106,Texas Instruments,Texas Instruments,opa50000106,Analog IC,Analog IC,OPA50000106 Analog IC from Texas Instruments. Sourced via professional procurement support; specs below.,,,"{""supply_current_ua"": ""200"", ""bandwidth_hz"": ""1000000"", ""gain_db"": ""100""}",active,,https://example.com/datasheet/OPA50000106.pdf,,
PMIC50000107,PMIC50000107,,,pmic50000107,Power Management IC,Power Management IC,PMIC50000107 Power Management IC from unspecified. Sourced via professional procurement support; specs below.,,,"{""voltage_in_max_v"": ""28"", ""voltage_in_min_v"": ""4.5"", ""Line Regulation"": ""0.5%""}",active,,https://example.com/datasheet/PMIC50000107.pdf,,
DIO50000108,DIO50000108,DiodeX,DiodeX,dio50000108,Diode,Diode,DIO50000108 Diode from DiodeX. Sourced via professional procurement support; specs below.,,,"{""if_a"": ""1"", ""vf_v"": ""0.7"", ""vrrm_v"": ""100""}",active,,https://example.com/datasheet/DIO50000108.pdf,,
LED50000109,LED50000109,Lite-On Technology,Lite-On Technology,led50000109,LED Components,LED Components,LED50000109 LED Components from Lite-On Technology. Sourced via professional procurement support; specs below.,,,"{""forward_voltage_v"": ""2.1"", ""forward_current_ma"": ""20""}",active,,https://example.com/datasheet/LED50000109.pdf,,
MEM50000110,MEM50000110,ISSI,ISSI,mem50000110,Memory IC,Memory IC,MEM50000110 Memory IC from ISSI. Sourced via professional procurement support; specs below.,,,"{""interface"": ""SPI"", ""memory_bytes"": ""16777216"", ""organization"": ""x8""}",active,,https://example.com/datasheet/MEM50000110.pdf,,
XTAL50000111,XTAL50000111,Murata Manufacturing,Murata Manufacturing,xtal50000111,Crystal Oscillator,Crystal Oscillator,XTAL50000111 Crystal Oscillator from Murata Manufacturing. Sourced via professional procurement support; specs below.,,,"[1, 2, 3]",active,,https://example.com/datasheet/XTAL50000111.pdf,,
MCU50000112,MCU50000112,GigaDevice Semiconductor,GigaDevice Semiconductor,mcu50000112,Microcontroller,Microcontroller,MCU50000112 Microcontroller from GigaDevice Semiconductor. Sourced via professional procurement support; specs below.,,,"{""ram_bytes"": ""20KB"", ""io_count"": ""48""}",active,,https://example.com/datasheet/MCU50000112.pdf,,
MOS50000113,MOS50000113,Infineon Technologies,Infineon Technologies,mos50000113,MOSFET,MOSFET,MOS50000113 MOSFET from Infineon Technologies. Sourced via professional procurement support; specs below.,,,"{""vds_v"": ""55V"", ""id_a"": ""30"", ""qg_nc"": ""45""}",active,,https://example.com/datasheet/MOS50000113.pdf,,
RES50000114,RES50000114,Fenghua,Fenghua,res50000114,Resistor,Resistor,RES50000114 Resistor from Fenghua. Sourced via professional procurement support; specs below.,,,"{""package"": ""0805"", ""tolerance"": ""±1%"", ""resistance_ohm"": ""10000""}",active,,https://example.com/datasheet/RES50000114.pdf,,
CAP50000115,CAP50000115,TDK Corporation,TDK Corporation,cap50000115,Capacitor,Capacitor,CAP50000115 Capacitor from TDK Corporation. Sourced via professional procurement support; specs below.,,,"{""tolerance"": ""±10%"", ""capacitance_pf"": ""100000""}",active,,https://example.com/datasheet/CAP50000115.pdf,,
IND50000116,IND50000116,Bourns,Bourns,ind50000116,Inductor,Inductor,IND50000116 Inductor from Bourns. Sourced via professional procurement support; specs below.,,,"{""tolerance"": ""±20%"", ""inductance_uh"": ""4.7""}",active,,https://example.com/datasheet/IND50000116.pdf,,
SEN50000117,SEN50000117,TE Connectivity,TE Connectivity,sen50000117,Sensors,Sensors,SEN50000117 Sensors from TE Connectivity. Sourced via professional procurement support; specs below.,,,"{""interface"": ""I2C"", ""range"": ""0-40"", ""resolution_bits"": ""12""}",active,,https://example.com/datasheet/SEN50000117.pdf,,
CON50000118,CON50000118,TE Connectivity,TE Connectivity,con50000118,Connectors,Connectors,CON50000118 Connectors from TE Connectivity. Sourced via professional procurement support; specs below.,,,"{""pitch_mm"": ""2.54"", ""current_rating_a"": ""3"", ""positions"": ""40""}",active,,https://example.com/datasheet/CON50000118.pdf,,
MOD50000119,MOD50000119,u-blox,u-blox,mod50000119,Modules,Modules,MOD50000119 Modules from u-blox. Sourced via professional procurement support; specs below.,,,"{""interface"": ""UART"", ""output_power_dbm"": ""20"", ""sensitivity_dbm"": ""-95"", ""modulation"": ""GFSK""}",active,,https://example.com/datasheet/MOD50000119.pdf,,
OPA50000120,OPA50000120,OpAmpInc,OpAmpInc,opa50000120,Analog IC,Analog IC,OPA50000120 Analog IC from OpAmpInc. Sourced via professional procurement support; specs below.,,,"{""bandwidth_hz"": ""1000000"", ""gain_db"": ""100"", ""package"": ""SOIC-8"", ""supply_current_ua"": ""200""}",active,,https://example.com/datasheet/OPA50000120.pdf,,
PMIC50000121,PMIC50000121,PowerLite,PowerLite,pmic50000121,Power Management IC,Power Management IC,PMIC50000121 Power Management IC from PowerLite. Sourced via professional procurement support; specs below.,,,"{""efficiency_percent"": ""92"", ""voltage_in_max_v"": ""28"", ""voltage_in_min_v"": ""4.5""}",active,,https://example.com/datasheet/PMIC50000121.pdf,,
DIO50000122,DIO50000122,Vishay Intertechnology,Vishay Intertechnology,dio50000122,Diode,Diode,DIO50000122 Diode from Vishay Intertechnology. Sourced via professional procurement support; specs below.,,,"{""vrrm_v"": ""100"", ""if_a"": ""1"", ""Reverse Recovery"": ""50ns""}",active,,https://example.com/datasheet/DIO50000122.pdf,,
LED50000123,LED50000123,LedWorks,LedWorks,led50000123,LED Components,LED Components,LED50000123 LED Components from LedWorks. Sourced via professional procurement support; specs below.,,,"{""forward_voltage_v"": ""2.1"", ""forward_current_ma"": ""20"", ""package"": ""0805"", ""wavelength_nm"": ""650""}",active,,https://example.com/datasheet/LED50000123.pdf,,
MEM50000124,MEM50000124,ISSI,ISSI,mem50000124,Memory IC,Memory IC,MEM50000124 Memory IC from ISSI. Sourced via professional procurement support; specs below.,,,"{""organization"": ""x8"", ""speed_hz"": ""104000000"", ""Access Time"": ""70ns""}",active,,https://example.com/datasheet/MEM50000124.pdf,,
XTAL50000125,XTAL50000125,TDK Corporation,TDK Corporation,xtal50000125,Crystal Oscillator,Crystal Oscillator,XTAL50000125 Crystal Oscillator from TDK Corporation. Sourced via professional procurement support; specs below.,,,"{""load_capacitance_pf"": ""18"", ""frequency_hz"": ""8000000""}",active,,https://example.com/datasheet/XTAL50000125.pdf,,
MCU50000126,MCU50000126,GigaDevice Semiconductor,GigaDevice Semiconductor,mcu50000126,Microcontroller,Microcontroller,MCU50000126 Microcontroller from GigaDevice Semiconductor. Sourced via professional procurement support; specs below.,,,"{""io_count"": ""48"", ""frequency_hz"": ""72000000"", ""voltage_v"": ""3.3""}",active,,https://example.com/datasheet/MCU50000126.pdf,,
MOS50000127,MOS50000127,Alpha & Omega Semiconductor,Alpha & Omega Semiconductor,mos50000127,MOSFET,MOSFET,MOS50000127 MOSFET from Alpha & Omega Semiconductor. Sourced via professional procurement support; specs below.,,,"{""qg_nc"": ""45"", ""rds_on_mohm"": ""8""}",active,,https://example.com/datasheet/MOS50000127.pdf,,
RES50000128,RES50000128,Yageo,Yageo,res50000128,Resistor,Resistor,RES50000128 Resistor from Yageo. Sourced via professional procurement support; specs below.,,,"{""tolerance"": ""±1%"", ""temperature_coeff"": ""X7R""}",active,,https://example.com/datasheet/RES50000128.pdf,,
CAP50000129,CAP50000129,Holy Stone,Holy Stone,cap50000129,Capacitor,Capacitor,CAP50000129 Capacitor from Holy Stone. Sourced via professional procurement support; specs below.,,,"{""capacitance_pf"": ""100nF"", ""tolerance"": ""±10%"", ""voltage_rating_v"": ""50""}",active,,https://example.com/datasheet/CAP50000129.pdf,,
IND50000130,IND50000130,Bourns,Bourns,ind50000130,Inductor,Inductor,IND50000130 Inductor from Bourns. Sourced via professional procurement support; specs below.,,,"{""inductance_uh"": ""4.7"", ""tolerance"": ""±20%"", ""current_rating_a"": ""1.5""}",active,,https://example.com/datasheet/IND50000130.pdf,,
SEN50000131,SEN50000131,STMicroelectronics,STMicroelectronics,sen50000131,Sensors,Sensors,SEN50000131 Sensors from STMicroelectronics. Sourced via professional procurement support; specs below.,,,"{""sensitivity_dbm"": ""260 LSB/g"", ""range"": ""0-40"", ""resolution_bits"": ""12"", ""interface"": ""I2C"", ""accuracy"": ""±0.5""}",active,,https://example.com/datasheet/SEN50000131.pdf,,
CON50000132,CON50000132,Molex,Molex,con50000132,Connectors,Connectors,CON50000132 Connectors from Molex. Sourced via professional procurement support; specs below.,,,"{""positions"": ""40"", ""voltage_rating_v"": ""50"", ""mounting"": ""SMD"", ""pitch_mm"": ""2.54""}",active,,https://example.com/datasheet/CON50000132.pdf,,
MOD50000133,MOD50000133,u-blox,u-blox,mod50000133,Modules,Modules,MOD50000133 Modules from u-blox. Sourced via professional procurement support; specs below.,,,"{""sensitivity_dbm"": ""-95"", ""output_power_dbm"": ""20"", ""modulation"": ""GFSK"", ""data_rate_bps"": ""2Mbps""}",active,,https://example.com/datasheet/MOD50000133.pdf,,
OPA50000134,OPA50000134,Texas Instruments,Texas Instruments,opa50000134,Analog IC,Analog IC,OPA50000134 Analog IC from Texas Instruments. Sourced via professional procurement support; specs below.,,,"{""bandwidth_hz"": ""1000000"", ""gain_db"": ""100""}",active,,https://example.com/datasheet/OPA50000134.pdf,,
PMIC50000135,PMIC50000135,SGMICRO,SGMICRO,pmic50000135,Power Management IC,Power Management IC,PMIC50000135 Power Management IC from SGMICRO. Sourced via professional procurement support; specs below.,,,"{""output_current_a"": ""3"", ""efficiency_percent"": ""92"", ""voltage_out_v"": ""5"", ""voltage_in_max_v"": ""28""}",active,,https://example.com/datasheet/PMIC50000135.pdf,,
DIO50000136,DIO50000136,Vishay Intertechnology,Vishay Intertechnology,dio50000136,Diode,Diode,DIO50000136 Diode from Vishay Intertechnology. Sourced via professional procurement support; specs below.,,,"{""vf_v"": ""0.7"", ""vrrm_v"": ""100"", ""if_a"": ""1""}",active,,https://example.com/datasheet/DIO50000136.pdf,,
LED50000137,LED50000137,Everlight Electronics,Everlight Electronics,led50000137,LED Components,LED Components,LED50000137 LED Components from Everlight Electronics. Sourced via professional procurement support; specs below.,,,"{""forward_current_ma"": ""20"", ""forward_voltage_v"": ""2.1"", ""package"": ""0805""}",active,,https://example.com/datasheet/LED50000137.pdf,,
MEM50000138,MEM50000138,Macronix International,Macronix International,mem50000138,Memory IC,Memory IC,MEM50000138 Memory IC from Macronix International. Sourced via professional procurement support; specs below.,,,"{""interface"": ""SPI"", ""organization"": ""x8"", ""speed_hz"": ""104000000"", ""Access Time"": ""70ns""}",active,,https://example.com/datasheet/MEM50000138.pdf,,
XTAL50000139,XTAL50000139,TDK Corporation,TDK Corporation,xtal50000139,Crystal Oscillator,Crystal Oscillator,XTAL50000139 Crystal Oscillator from TDK Corporation. Sourced via professional procurement support; specs below.,,,"{""package"": ""SMD"", ""frequency_hz"": ""8000000""}",active,,https://example.com/datasheet/XTAL50000139.pdf,,
MCU50000140,MCU50000140,Nuvoton Technology,Nuvoton Technology,mcu50000140,Microcontroller,Microcontroller,MCU50000140 Microcontroller from Nuvoton Technology. Sourced via professional procurement support; specs below.,,,"{""package"": ""LQFP-48"", ""ram_bytes"": ""20480"", ""core"": ""ARM Cortex-M4"", ""voltage_v"": ""3.3V"", ""flash_bytes"": ""131072""}",active,,https://example.com/datasheet/MCU50000140.pdf,,
MOS50000141,MOS50000141,Vishay Intertechnology,Vishay Intertechnology,mos50000141,MOSFET,MOSFET,MOS50000141 MOSFET from Vishay Intertechnology. Sourced via professional procurement support; specs below.,,,"{""id_a"": ""30A""}",active,,https://example.com/datasheet/MOS50000141.pdf,,
RES50000142,RES50000142,,,res50000142,Resistor,Resistor,RES50000142 Resistor from unspecified. Sourced via professional procurement support; specs below.,,,"{""power_rating_w"": ""0.25""}",active,,https://example.com/datasheet/RES50000142.pdf,,
CAP50000143,CAP50000143,Murata Manufacturing,Murata Manufacturing,cap50000143,Capacitor,Capacitor,CAP50000143 Capacitor from Murata Manufacturing. Sourced via professional procurement support; specs below.,,,"{""tolerance"": ""±10%"", ""voltage_rating_v"": ""50"", ""temperature_coeff"": ""X7R""}",active,,https://example.com/datasheet/CAP50000143.pdf,,
IND50000144,IND50000144,,,ind50000144,Inductor,Inductor,IND50000144 Inductor from unspecified. Sourced via professional procurement support; specs below.,,,"{""package"": ""0805"", ""tolerance"": ""±20%"", ""inductance_uh"": ""4.7""}",active,,https://example.com/datasheet/IND50000144.pdf,,
SEN50000145,SEN50000145,BoschDummy,BoschDummy,sen50000145,Sensors,Sensors,SEN50000145 Sensors from BoschDummy. Sourced via professional procurement support; specs below.,,,"{""range"": ""0-40"", ""accuracy"": ""±0.5"", ""sensitivity_dbm"": ""260 LSB/g"", ""resolution_bits"": ""12"", ""interface"": ""I2C""}",active,,https://example.com/datasheet/SEN50000145.pdf,,
CON50000146,CON50000146,Molex,Molex,con50000146,Connectors,Connectors,CON50000146 Connectors from Molex. Sourced via professional procurement support; specs below.,,,"{""mounting"": ""SMD"", ""current_rating_a"": ""3"", ""pitch_mm"": ""2.54""}",active,,https://example.com/datasheet/CON50000146.pdf,,
MOD50000147,MOD50000147,Quectel,Quectel,mod50000147,Modules,Modules,MOD50000147 Modules from Quectel. Sourced via professional procurement support; specs below.,,,"{""sensitivity_dbm"": ""-95"", ""data_rate_bps"": ""2000000""}",active,,https://example.com/datasheet/MOD50000147.pdf,,
OPA50000148,OPA50000148,OpAmpInc,OpAmpInc,opa50000148,Analog IC,Analog IC,OPA50000148 Analog IC from OpAmpInc. Sourced via professional procurement support; specs below.,,,"{""supply_current_ua"": ""200"", ""gain_db"": ""100"", ""package"": ""SOIC-8"", ""bandwidth_hz"": ""1000000""}",active,,https://example.com/datasheet/OPA50000148.pdf,,
PMIC50000149,PMIC50000149,SGMICRO,SGMICRO,pmic50000149,Power Management IC,Power Management IC,PMIC50000149 Power Management IC from SGMICRO. Sourced via professional procurement support; specs below.,,,"{""package"": ""SOT-23"", ""efficiency_percent"": ""92"", ""voltage_in_max_v"": ""28"", ""Power Good"": ""yes""}",active,,https://example.com/datasheet/PMIC50000149.pdf,,
DIO50000150,DIO50000150,Littelfuse,Littelfuse,dio50000150,Diode,Diode,DIO50000150 Diode from Littelfuse. Sourced via professional procurement support; specs below.,,,"{""vrrm_v"": ""100"", ""if_a"": ""1"", ""vf_v"": ""0.7""}",active,,https://example.com/datasheet/DIO50000150.pdf,,
LED50000151,LED50000151,Everlight Electronics,Everlight Electronics,led50000151,LED Components,LED Components,LED50000151 LED Components from Everlight Electronics. Sourced via professional procurement support; specs below.,,,"{""wavelength_nm"": ""650"", ""forward_current_ma"": ""20"", ""package"": ""0805"", ""forward_voltage_v"": ""2.1""}",active,,https://example.com/datasheet/LED50000151.pdf,,
MEM50000152,MEM50000152,ISSI,ISSI,mem50000152,Memory IC,Memory IC,MEM50000152 Memory IC from ISSI. Sourced via professional procurement support; specs below.,,,"{""organization"": ""x8"", ""memory_bytes"": ""16777216"", ""interface"": ""SPI"", ""speed_hz"": ""104000000""}",active,,https://example.com/datasheet/MEM50000152.pdf,,
XTAL50000153,XTAL50000153,AbraconX,AbraconX,xtal50000153,Crystal Oscillator,Crystal Oscillator,XTAL50000153 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,,,"{""package"": ""SMD"", ""load_capacitance_pf"": ""18"", ""frequency_hz"": ""8000000""}",active,,https://example.com/datasheet/XTAL50000153.pdf,,
MCU50000154,MCU50000154,Nuvoton Technology,Nuvoton Technology,mcu50000154,Microcontroller,Microcontroller,MCU50000154 Microcontroller from Nuvoton Technology. Sourced via professional procurement support; specs below.,,,"{""frequency_hz"": ""72000000"", ""core"": ""ARM Cortex-M4"", ""package"": ""LQFP-48""}",active,,https://example.com/datasheet/MCU50000154.pdf,,
MOS50000155,MOS50000155,Alpha & Omega Semiconductor,Alpha & Omega Semiconductor,mos50000155,MOSFET,MOSFET,MOS50000155 MOSFET from Alpha & Omega Semiconductor. Sourced via professional procurement support; specs below.,,,"{""rds_on_mohm"": ""8"", ""id_a"": ""30"", ""vds_v"": ""55"", ""qg_nc"": ""45""}",active,,https://example.com/datasheet/MOS50000155.pdf,,
RES50000156,RES50000156,Fenghua,Fenghua,res50000156,Resistor,Resistor,RES50000156 Resistor from Fenghua. Sourced via professional procurement support; specs below.,,,"{""resistance_ohm"": ""10kΩ"", ""temperature_coeff"": ""X7R""}",active,,https://example.com/datasheet/RES50000156.pdf,,
CAP50000157,CAP50000157,DeltaCap,DeltaCap,cap50000157,Capacitor,Capacitor,CAP50000157 Capacitor from DeltaCap. Sourced via professional procurement support; specs below.,,,"{""capacitance_pf"": ""100000"", ""voltage_rating_v"": ""50""}",active,,https://example.com/datasheet/CAP50000157.pdf,,
IND50000158,IND50000158,Wurth Elektronik,Wurth Elektronik,ind50000158,Inductor,Inductor,IND50000158 Inductor from Wurth Elektronik. Sourced via professional procurement support; specs below.,,,"{""inductance_uh"": ""4.7"", ""tolerance"": ""±20%""}",active,,https://example.com/datasheet/IND50000158.pdf,,
SEN50000159,SEN50000159,TE Connectivity,TE Connectivity,sen50000159,Sensors,Sensors,SEN50000159 Sensors from TE Connectivity. Sourced via professional procurement support; specs below.,,,"{""sensitivity_dbm"": ""260 LSB/g"", ""interface"": ""I2C"", ""resolution_bits"": ""12"", ""accuracy"": ""±0.5"", ""range"": ""0-40""}",active,,https://example.com/datasheet/SEN50000159.pdf,,
CON50000160,CON50000160,Hirose Electric,Hirose Electric,con50000160,Connectors,Connectors,CON50000160 Connectors from Hirose Electric. Sourced via professional procurement support; specs below.,,,"{""pitch_mm"": ""2.54"", ""mounting"": ""SMD"", ""current_rating_a"": ""3"", ""positions"": ""40"", ""voltage_rating_v"": ""50""}",active,,https://example.com/datasheet/CON50000160.pdf,,
MOD50000161,MOD50000161,u-blox,u-blox,mod50000161,Modules,Modules,MOD50000161 Modules from u-blox. Sourced via professional procurement support; specs below.,,,"{""modulation"": ""GFSK"", ""interface"": ""UART"", ""output_power_dbm"": ""20"", ""Antenna Type"": ""PCB""}",active,,https://example.com/datasheet/MOD50000161.pdf,,
OPA50000162,OPA50000162,Analog Devices,Analog Devices,opa50000162,Analog IC,Analog IC,OPA50000162 Analog IC from Analog Devices. Sourced via professional procurement support; specs below.,,,"{""bandwidth_hz"": ""1000000"", ""supply_current_ua"": ""200"", ""gain_db"": ""100""}",active,,https://example.com/datasheet/OPA50000162.pdf,,
PMIC50000163,PMIC50000163,Monolithic Power Systems,Monolithic Power Systems,pmic50000163,Power Management IC,Power Management IC,PMIC50000163 Power Management IC from Monolithic Power Systems. Sourced via professional procurement support; specs below.,,,"{""efficiency_percent"": ""92"", ""voltage_in_min_v"": ""4.5""}",active,,https://example.com/datasheet/PMIC50000163.pdf,,
DIO50000164,DIO50000164,Littelfuse,Littelfuse,dio50000164,Diode,Diode,DIO50000164 Diode from Littelfuse. Sourced via professional procurement support; specs below.,,,"{""vf_v"": ""0.7"", ""if_a"": ""1"", ""vrrm_v"": ""100""}",active,,https://example.com/datasheet/DIO50000164.pdf,,
LED50000165,LED50000165,LedWorks,LedWorks,led50000165,LED Components,LED Components,LED50000165 LED Components from LedWorks. Sourced via professional procurement support; specs below.,,,"{""wavelength_nm"": ""650"", ""forward_voltage_v"": ""2.1"", ""forward_current_ma"": ""20""}",active,,https://example.com/datasheet/LED50000165.pdf,,
MEM50000166,MEM50000166,SK Hynix,SK Hynix,mem50000166,Memory IC,Memory IC,MEM50000166 Memory IC from SK Hynix. Sourced via professional procurement support; specs below.,,,"{""organization"": ""x8"", ""memory_bytes"": ""16777216""}",active,,https://example.com/datasheet/MEM50000166.pdf,,
XTAL50000167,XTAL50000167,AbraconX,AbraconX,xtal50000167,Crystal Oscillator,Crystal Oscillator,XTAL50000167 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,,,"{""load_capacitance_pf"": ""18"", ""package"": ""SMD""}",active,,https://example.com/datasheet/XTAL50000167.pdf,,
MCU50000168,MCU50000168,Holtek Semiconductor,Holtek Semiconductor,mcu50000168,Microcontroller,Microcontroller,MCU50000168 Microcontroller from Holtek Semiconductor. Sourced via professional procurement support; specs below.,,,"{""flash_bytes"": ""131072"", ""voltage_v"": ""3.3"", ""core"": ""ARM Cortex-M4""}",active,,https://example.com/datasheet/MCU50000168.pdf,,
MOS50000169,MOS50000169,Infineon Technologies,Infineon Technologies,mos50000169,MOSFET,MOSFET,MOS50000169 MOSFET from Infineon Technologies. Sourced via professional procurement support; specs below.,,,"{""vds_v"": ""55V"", ""qg_nc"": ""45""}",active,,https://example.com/datasheet/MOS50000169.pdf,,
